"","ID","place","admin","utm_e","utm_n"
"982",1205,"Holzhausen","Ortenaukreis",420430.094068579,5386438.4653232
"983",1206,"Wagshurst","Ortenaukreis",425928.539433016,5385740.80132485
"984",1207,"Zierolshofen","Ortenaukreis",419180.319427668,5384502.87992654
"985",1208,"Auenheim","Ortenaukreis",414189.58859086,5384212.07535032
"986",1209,"Bodersweier","Ortenaukreis",417031.174025937,5383654.72043972
"987",1210,"Querbach","Ortenaukreis",416490.700429878,5382414.16862229
"988",1252,"Kehl","Ortenaukreis",412586.013969595,5380800.13798952
"989",1253,"Marlen","Ortenaukreis",413098.708248072,5374997.50731698
"990",1254,"Goldscheuer","Ortenaukreis",412788.663775033,5374002.78375174
"991",1260,"Neumühl","Ortenaukreis",414716.794240877,5380314.98984595
"992",1261,"Odelshofen","Ortenaukreis",417377.371368966,5379151.35191027
"993",1262,"Legelshurst","Ortenaukreis",419813.820852478,5380007.81524021
"994",1263,"Urloffen","Ortenaukreis",423915.935368345,5378724.69821519
"995",1264,"Appenweier","Ortenaukreis",424717.08253151,5376819.53888533
"996",1265,"Ebersweier","Ortenaukreis",424884.228017708,5373178.6006034
"997",1266,"Windschläg","Ortenaukreis",422969.437728852,5374045.97443714
"998",1267,"Griesheim","Ortenaukreis",420530.730861705,5373591.7033576
"999",1268,"Hesselhurst","Ortenaukreis",417381.580862053,5374749.76977083
"1000",1269,"Hesselhurst","Ortenaukreis",417381.580862053,5374749.76977083
"1001",1270,"Eckartsweier","Ortenaukreis",415227.151840058,5375830.11664788
"1002",1271,"Willstätt","Ortenaukreis",418229.141298547,5376767.52273978
"1003",1272,"Sand","Ortenaukreis",420388.233025917,5376686.61913675
"1004",1273,"Kork","Ortenaukreis",416558.345526635,5379759.32918416
"1005",1861,"Neckarelz","Ortenaukreis",427190.038339789,5347299.19963946
"1006",1991,"Au","Ortenaukreis",436814.138733759,5388102.70249789
"1007",1998,"Gamshurst","Ortenaukreis",427744.319956736,5390584.41677156
"1008",1999,"Gamshurst","Ortenaukreis",427744.319956736,5390584.41677156
"1009",2000,"Großweier","Ortenaukreis",429940.647752749,5389543.80399091
"1010",2001,"Sasbachried","Ortenaukreis",432725.43485524,5389716.56014059
"1011",2002,"Sasbach","Ortenaukreis",433094.245776242,5387719.94739206
"1012",2003,"Achern","Ortenaukreis",431004.291045057,5386605.67875576
"1013",2004,"Fautenbach","Ortenaukreis",430087.855198104,5386038.89286079
"1014",2005,"Önsbach","Ortenaukreis",428699.623647928,5384086.3173148
"1015",2006,"Renchen","Ortenaukreis",427203.064124533,5382043.19317812
"1016",2007,"Mösbach","Ortenaukreis",431071.584514616,5383012.86802149
"1017",2008,"Oberachern","Ortenaukreis",432246.524945071,5385544.44814863
"1018",2009,"Obersasbach","Ortenaukreis",434214.09831924,5386958.54924142
"1019",2010,"Lauf","Ortenaukreis",435666.414196714,5389269.67649584
"1020",2012,"Sasbachwalden","Ortenaukreis",435295.246878056,5385625.29546501
"1021",2013,"Kappelrodeck","Ortenaukreis",434955.245927853,5382351.90000085
"1022",2018,"Ulm Kr. Offenburg","Ortenaukreis",429983.428895363,5381195.27969109
"1023",2019,"Haslach","Ortenaukreis",430400.278647986,5379588.12606521
"1024",2020,"Tiergarten","Ortenaukreis",430917.112606897,5378651.26286581
"1025",2021,"Ringelbach","Ortenaukreis",432730.723586543,5378683.81140089
"1026",2022,"Waldulm","Ortenaukreis",433974.110117927,5381258.27724627
"1027",2023,"Furschenbach","Ortenaukreis",436300.131243285,5380761.25392542
"1028",2024,"Furschenbach und Ottenhöfen","Ortenaukreis",438014.740373522,5379776.07634265
"1029",2025,"Lautenbach","Ortenaukreis",434605.603532799,5374580.7213591
"1030",2026,"Oberkirch","Ortenaukreis",431949.299071046,5375753.82998332
"1031",2027,"Bottenau/Oberkirch","Ortenaukreis",429426.957776036,5375629.16267556
"1032",2028,"Nesselried","Ortenaukreis",426609.687796431,5374811.28105818
"1033",2029,"Nussbach","Ortenaukreis",427732.514213499,5376276.5023598
"1034",2030,"Zusenhofen","Ortenaukreis",427433.467745023,5377594.40149963
"1035",2031,"Stadelhofen","Ortenaukreis",428838.054791558,5378932.81139481
"1036",2032,"Erlach","Ortenaukreis",428069.686104172,5380019.82604492
"1037",2033,"Seebach","Ortenaukreis",441194.650715997,5380481.27408599
"1038",2034,"Durbach","Ortenaukreis",427431.340166922,5371682.28406088
"1039",2035,"Durbach","Ortenaukreis",427431.340166922,5371682.28406088
"1040",2036,"Ödsbach","Ortenaukreis",432613.592398154,5371958.30015422
"1041",2037,"Ramsbach","Ortenaukreis",436571.543594928,5371756.85657091
"1042",2038,"Ibach","Ortenaukreis",438097.026632824,5367343.28768238
"1043",2039,"Haigerach","Ortenaukreis",430059.435450989,5363589.33224096
"1044",2040,"Reichenbach","Ortenaukreis",427495.756989164,5364537.60057628
"1045",2041,"Hesselbach","Ortenaukreis",430926.8509775,5372145.42014275
"1046",2042,"Lierbach","Ortenaukreis",440413.229578892,5374943.33098575
"1047",2043,"Oppenau","Ortenaukreis",438228.005345913,5369248.3657223
"1048",2044,"Maisach","Ortenaukreis",440919.997461305,5369097.32406719
"1049",2048,"Bad Peterstal","Ortenaukreis",441499.380591097,5364432.36756325
"1050",2049,"Löcherberg","Ortenaukreis",438949.090265211,5364896.16061398
"1051",2050,"Bad Griesbach","Ortenaukreis",443757.106089441,5366876.23579641
"1052",2051,"Nordrach","Ortenaukreis",431964.002065595,5361054.85534936
"1053",2052,"Nordrach","Ortenaukreis",431964.002065595,5361054.85534936
"1054",2053,"Oberharmersbach","Ortenaukreis",435367.351239478,5358222.54807582
"1055",2054,"Oberharmersbach","Ortenaukreis",435367.351239478,5358222.54807582
"1056",2055,"Oberharmersbach","Ortenaukreis",435367.351239478,5358222.54807582
"1057",2056,"Unterharmersbach","Ortenaukreis",432468.61521327,5356116.33199158
"1058",2057,"Unterharmersbach","Ortenaukreis",432468.61521327,5356116.33199158
"1059",2058,"Zell am Harmersbach/Neuhausen","Ortenaukreis",430566.371279858,5356638.41119321
"1060",2059,"Biberach","Ortenaukreis",427954.915007983,5354426.44665547
"1061",2060,"Fußbach","Ortenaukreis",427292.157595316,5357308.60665479
"1062",2061,"Strohbach","Ortenaukreis",427000.320676232,5359844.79567519
"1063",2062,"Gengenbach","Ortenaukreis",427166.743474126,5361560.23218132
"1064",2063,"Schwaibach","Ortenaukreis",428391.559313186,5360366.23506456
"1065",2064,"Oberharmersbach","Ortenaukreis",435367.351239478,5358222.54807582
"1066",2065,"Seebach","Ortenaukreis",441194.650715997,5380481.27408599
"1067",2067,"Oberwolfach","Ortenaukreis",441949.618100534,5351875.15014127
"1068",2069,"Prinzbach","Ortenaukreis",426212.655344453,5352673.43177714
"1069",2070,"Unterentersbach","Ortenaukreis",430302.479937185,5353364.42487795
"1070",2071,"Oberentersbach","Ortenaukreis",432636.947277651,5353065.03643862
"1071",2072,"Fischerbach","Ortenaukreis",434051.41245933,5348589.615288
"1072",2073,"Steinach","Ortenaukreis",430169.677921272,5350638.01514675
"1073",2074,"Bollenbach","Ortenaukreis",431294.151393982,5349298.1121572
"1074",2075,"Haslach im Kinzigtal","Ortenaukreis",432051.158710638,5347836.08989967
"1075",2076,"Mühlenbach","Ortenaukreis",433787.634246354,5345171.02978676
"1076",2077,"Hofstetten","Ortenaukreis",431073.56751553,5345720.12663246
"1077",2078,"Welschensteinach","Ortenaukreis",427190.038339789,5347299.19963946
"1078",2079,"Sankt Roman","Ortenaukreis",447555.797621653,5353429.1849083
"1079",2080,"Langenbach","Ortenaukreis",444522.534418894,5352194.07080669
"1080",2081,"Wolfach","Ortenaukreis",442213.471435199,5350259.49996994
"1081",2082,"Wolfach","Ortenaukreis",442213.471435199,5350259.49996994
"1082",2083,"Oberwolfach","Ortenaukreis",441949.618100534,5351875.15014127
"1083",2084,"Hausach und Einbach","Ortenaukreis",438263.925385025,5349690.69361915
"1084",2085,"Hausach","Ortenaukreis",438567.050611337,5348224.50672353
"1085",2086,"Gutach","Ortenaukreis",441371.212459078,5344445.46035945
"1086",2087,"Kirnbach","Ortenaukreis",444038.99857983,5345689.21134925
"1087",2088,"Halbmeil","Ortenaukreis",445898.510995362,5348837.09652789
"1088",2099,"Hornberg","Ortenaukreis",442824.040993887,5340142.13573531
"1089",2100,"Reichenbach","Ortenaukreis",442767.767441266,5340309.43972708
"1090",2101,"Schwanenbach (Reichenbach)","Ortenaukreis",445422.507147947,5337923.53480556
"1091",2102,"Niederwasser","Ortenaukreis",442637.411162106,5337686.26374181
"1092",1535,"Büchenbronn","Pforzheim",475305.474759758,5411456.13006796
"1093",1537,"Brötzingen","Pforzheim",475662.051111825,5415169.68622404
"1094",1538,"Pforzheim","Pforzheim",478027.35821415,5415285.47723551
"1095",1539,"Pforzheim","Pforzheim",478027.35821415,5415285.47723551
"1096",1540,"Pforzheim","Pforzheim",478027.35821415,5415285.47723551
"1097",1541,"Pforzheim","Pforzheim",478027.35821415,5415285.47723551
"1098",1542,"Eutingen","Pforzheim",481369.561752124,5417558.84537973
"1099",1544,"Hohenwart","Pforzheim",480224.996415343,5408864.20822116
"1100",1545,"Huchenfeld","Pforzheim",477681.642678748,5411507.26222987
"1101",1546,"Würm","Pforzheim",480666.55100751,5411971.90427632
"1102",1133,"Grauelsbaum","Rastatt",425138.020648571,5398581.03706943
"1103",1135,"Scherzheim","Rastatt",426185.870883364,5396115.68441138
"1104",1136,"Muckenschopf am Rhein","Rastatt",425531.731071173,5393891.90020838
"1105",1453,"Durmersheim","Rastatt",446422.882289779,5420075.5190365
"1106",1454,"Würmersheim","Rastatt",445409.065128604,5421115.94802067
"1107",1455,"Elchesheim","Rastatt",442400.941611436,5420024.52419265
"1108",1456,"Illingen","Rastatt",442085.992727142,5420520.29555302
"1109",1457,"Au am Rhein","Rastatt",444308.741795064,5422327.53177578
"1110",1495,"Plittersdorf bei Rastatt","Rastatt",438158.837681082,5414735.83826653
"1111",1496,"Ottersdorf","Rastatt",437948.286957104,5412352.36407174
"1112",1497,"Wintersdorf","Rastatt",436501.196040752,5410692.12434321
"1113",1503,"Steinmauern","Rastatt",441337.463445999,5416698.17295255
"1114",1504,"Bietigheim","Rastatt",445296.955537901,5417829.65545525
"1115",1505,"Ötigheim","Rastatt",443715.703207109,5415882.08822985
"1116",1506,"Muggensturm","Rastatt",446929.541252831,5413280.26574789
"1117",1508,"Oberweier","Rastatt",449416.314320187,5410840.31129113
"1118",1509,"Bischweier","Rastatt",447517.400119211,5409658.3076335
"1119",1510,"Rauental","Rastatt",444835.560153004,5411854.23144733
"1120",1511,"Niederbühl","Rastatt",442603.299903566,5410572.688235
"1121",1512,"Rastatt","Rastatt",441423.411487906,5411900.12232945
"1122",1513,"Rastatt","Rastatt",441423.411487906,5411900.12232945
"1123",1515,"Sulzbach","Rastatt",452853.880585041,5406084.42994816
"1124",1525,"Moosbronn","Rastatt",455126.401921782,5409447.46177668
"1125",1553,"Söllingen","Rastatt",430568.556672774,5403594.07776892
"1126",1554,"Stollhofen","Rastatt",430097.155347181,5401852.2573098
"1127",1555,"Greffern","Rastatt",427013.696229378,5400418.50947428
"1128",1556,"Leiberstung","Rastatt",433539.922919336,5400204.96852195
"1129",1557,"Halberstung","Rastatt",437015.384464548,5401158.69504709
"1130",1558,"Sinzheim bei Winden","Rastatt",438685.336878569,5401562.61496046
"1131",1559,"Liedelshof bei Sinzheim","Rastatt",436713.208151848,5399394.4511739
"1132",1560,"Hügelsheim","Rastatt",434568.258119977,5405221.27564697
"1133",1561,"Iffezheim","Rastatt",436883.061304218,5408121.88437357
"1134",1562,"Kuppenheim","Rastatt",445286.603867727,5408623.59015043
"1135",1563,"Oberndorf","Rastatt",446843.798067477,5408664.14069152
"1136",1564,"(Bad) Rotenfels (Ortsteil von Gaggenau)","Rastatt",449263.918204402,5406661.7002114
"1137",1565,"Gaggenau/Murg","Rastatt",450173.338670864,5405556.27848254
"1138",1566,"Selbach","Rastatt",449510.214191742,5403362.18814771
"1139",1567,"Staufenberg","Rastatt",449164.284352462,5401755.59333074
"1140",1573,"Kartung bei Sinzheim","Rastatt",438680.572389187,5402335.31640145
"1141",1574,"Sinzheim-Vormberg-Ebenung","Rastatt",439883.627605392,5400565.7482629
"1142",1579,"Michelbach","Rastatt",452330.592654667,5407494.0405731
"1143",1580,"Ottenau","Rastatt",451028.81566137,5404708.28408982
"1144",1581,"Hörden","Rastatt",451744.200079547,5403259.09972846
"1145",1582,"Gernsbach","Rastatt",451187.267495045,5401316.26154093
"1146",1583,"Lautenbach bei Gernsbach","Rastatt",453745.769693797,5400538.60325603
"1147",1584,"Sulzbach","Rastatt",452853.880585041,5406084.42994816
"1148",1963,"Lichtenau","Rastatt",426966.278197862,5397512.96254215
"1149",1964,"Ulm (bei Bühl)","Rastatt",427513.607427383,5397577.01157626
"1150",1965,"Schwarzach (bei Bühl)","Rastatt",429739.836687759,5399791.07983095
"1151",1966,"Hildmannsfeld","Rastatt",430802.682825601,5398339.24241789
"1152",1967,"Moos","Rastatt",431360.145067659,5396659.20755404
"1153",1968,"Oberbruch","Rastatt",432914.756513062,5397724.33977988
"1154",1969,"Balzhofen","Rastatt",433621.120560352,5395886.0124015
"1155",1970,"Vimbuch","Rastatt",434903.683032075,5396347.91226162
"1156",1971,"Weitenung","Rastatt",435951.920835727,5398917.27596547
"1157",1973,"Bühl","Rastatt",436414.767924935,5393951.48978288
"1158",1974,"Oberweier","Rastatt",434406.105377552,5394688.33717503
"1159",1975,"Ottersweier","Rastatt",434679.49927698,5391115.39820548
"1160",1976,"Unzhurst","Rastatt",430676.905057783,5393217.86603384
"1161",1982,"Eisental","Rastatt",438513.72722489,5395765.76377539
"1162",1983,"Altschweier","Rastatt",438226.554359189,5394407.06825309
"1163",1984,"Bühlertal-Untertal","Rastatt",440521.530664402,5392437.90378246
"1164",1985,"Bühlertal-Obertal","Rastatt",440521.530664402,5392437.90378246
"1165",1986,"Bühlertal-Hof","Rastatt",440521.530664402,5392437.90378246
"1166",1987,"Neusatzeck","Rastatt",439852.618595958,5390672.97561012
"1167",1988,"Obertsrot und Hilpertsau","Rastatt",451943.584641989,5399096.36981438
"1168",1989,"Weisenbach","Rastatt",452491.351695443,5397450.8704077
"1169",1990,"Reichental","Rastatt",455216.382473099,5397571.84321357
"1170",1992,"Langenbrand","Rastatt",453158.264848518,5394792.82228951
"1171",1993,"Bermersbach","Rastatt",451523.77042601,5393650.57194529
"1172",1994,"Gausbach","Rastatt",452942.85162722,5392531.27980748
"1173",1995,"Forbach","Rastatt",452807.454193892,5391923.22630153
"1174",2011,"Neusatz","Rastatt",437334.878711879,5389875.60670413
"1175",2014,"Herrenwies","Rastatt",445942.952208628,5389817.33405998
"1176",2015,"Forbach-Hundsbach","Rastatt",446248.574490734,5385499.99966258
"1177",2016,"Raumünzach","Rastatt",452018.511021481,5387551.08935227
"1178",1958,"Stetten/Remstal","Rems-Murr-Kreis",525004.456627349,5404484.20387877
"1179",1279,"Hockenheim","Rhein-Neckar-Kreis",467118.288450478,5462969.13468637
"1180",1280,"Altlußheim","Rhein-Neckar-Kreis",463614.110354,5461044.55502073
"1181",1281,"Neulußheim","Rhein-Neckar-Kreis",465243.40912462,5460127.93097928
"1182",1282,"Reilingen","Rhein-Neckar-Kreis",468692.642085277,5460192.80335096
"1183",1283,"Walldorf","Rhein-Neckar-Kreis",474042.43766901,5461178.82990376
"1184",1284,"Rot","Rhein-Neckar-Kreis",473180.006682731,5456811.64854662
"1185",1285,"Sankt Leon","Rhein-Neckar-Kreis",471080.58999208,5457020.17199853
"1186",1287,"Nussloch","Rhein-Neckar-Kreis",477891.388961674,5463408.79633951
"1187",1288,"Wiesloch","Rhein-Neckar-Kreis",478316.579913457,5460297.59888672
"1188",1289,"Wiesloch","Rhein-Neckar-Kreis",478316.579913457,5460297.59888672
"1189",1290,"Baiertal","Rhein-Neckar-Kreis",480932.645335693,5461120.57898845
"1190",1291,"Schatthausen","Rhein-Neckar-Kreis",482442.629405961,5462946.55298195
"1191",1292,"Meckesheim","Rhein-Neckar-Kreis",486597.411312725,5463231.66878064
"1192",1293,"Zuzenhausen","Rhein-Neckar-Kreis",487040.975703865,5460574.70989284
"1193",1294,"Horrenberg","Rhein-Neckar-Kreis",484036.617958006,5458771.63006388
"1194",1295,"Dielheim","Rhein-Neckar-Kreis",480756.216889191,5458902.19895559
"1195",1296,"Rauenberg","Rhein-Neckar-Kreis",478246.10450144,5457554.14647974
"1196",1297,"Malschenberg","Rhein-Neckar-Kreis",476711.684161256,5455962.88653061
"1197",1298,"Rotenberg","Rhein-Neckar-Kreis",479049.131793615,5456191.39820538
"1198",1299,"Tairnbach","Rhein-Neckar-Kreis",482265.816661078,5456795.97993835
"1199",1300,"Balzfeld","Rhein-Neckar-Kreis",484769.487584344,5457368.79235686
"1200",1301,"Eschelbach","Rhein-Neckar-Kreis",484292.253427774,5455073.34063712
"1201",1302,"Eschelbronn","Rhein-Neckar-Kreis",490425.398026853,5463060.23604408
"1202",1303,"Neidenstein","Rhein-Neckar-Kreis",491586.051911226,5462632.54734202
"1203",1304,"Waibstadt","Rhein-Neckar-Kreis",494169.260263176,5460789.31140517
"1204",1305,"Neckarbischofheim","Rhein-Neckar-Kreis",497166.378574569,5460000.96922797
"1205",1306,"Helmstadt","Rhein-Neckar-Kreis",498173.955785046,5463701.43308339
"1206",1307,"Hasselbach","Rhein-Neckar-Kreis",498808.880167628,5456260.58885427
"1207",1308,"Adersbach","Rhein-Neckar-Kreis",496692.496506444,5456716.14071561
"1208",1309,"Sinsheim","Rhein-Neckar-Kreis",490799.682019525,5455685.61833146
"1209",1310,"Hoffenheim","Rhein-Neckar-Kreis",488484.459868081,5457580.99039797
"1210",1311,"Daisbach","Rhein-Neckar-Kreis",491060.140650528,5460124.23951697
"1211",1312,"Rohrbach","Rhein-Neckar-Kreis",493028.320033583,5455438.88088008
"1212",1319,"Untergimern","Rhein-Neckar-Kreis",500688.901105845,5457525.62198975
"1213",1321,"Bargen","Rhein-Neckar-Kreis",501623.264373517,5461403.45711082
"1214",1323,"Flinsbach","Rhein-Neckar-Kreis",499970.924675008,5461857.90757817
"1215",1340,"Malsch","Rhein-Neckar-Kreis",476821.153117825,5454828.47168156
"1216",1341,"Rettigheim","Rhein-Neckar-Kreis",478025.070665306,5454303.25145705
"1217",1342,"Mühlhausen","Rhein-Neckar-Kreis",479819.83178376,5455232.44308366
"1218",1343,"Eichtersheim","Rhein-Neckar-Kreis",483562.057788229,5453535.75735433
"1219",1344,"Michelfeld","Rhein-Neckar-Kreis",484040.225669272,5452739.4815229
"1220",1345,"Waldangelloch","Rhein-Neckar-Kreis",485834.547734314,5450870.25199141
"1221",1351,"Dühren","Rhein-Neckar-Kreis",488036.05398973,5454768.21682671
"1222",1352,"Steinsfurt","Rhein-Neckar-Kreis",493347.712122208,5454165.5872829
"1223",1353,"Reihen","Rhein-Neckar-Kreis",493903.172892721,5451599.14522809
"1224",1354,"Ehrstädt","Rhein-Neckar-Kreis",498737.916566684,5454585.27083658
"1225",1362,"Hilsbach","Rhein-Neckar-Kreis",489965.608720622,5449220.32124311
"1226",1363,"Weiler","Rhein-Neckar-Kreis",490958.799245139,5450654.91250596
"1227",1638,"Laudenbach","Rhein-Neckar-Kreis",475028.737817807,5495538.79525251
"1228",1639,"Hemsbach","Rhein-Neckar-Kreis",474493.148470508,5493326.59693681
"1229",1672,"Sulzbach","Rhein-Neckar-Kreis",475492.70449961,5491726.58880878
"1230",1673,"Großsachsen","Rhein-Neckar-Kreis",475351.235294808,5484422.84909733
"1231",1674,"Heddesheim","Rhein-Neckar-Kreis",471276.87264798,5483704.56625347
"1232",1678,"Weinheim","Rhein-Neckar-Kreis",476181.467266901,5489202.0119162
"1233",1679,"Lützelsachsen","Rhein-Neckar-Kreis",475848.919217076,5486137.19822068
"1234",1680,"Hohensachsen","Rhein-Neckar-Kreis",476067.81741765,5485226.80294524
"1235",1681,"Rippenweier","Rhein-Neckar-Kreis",478903.946557798,5483799.81299444
"1236",1682,"Oberflockenbach","Rhein-Neckar-Kreis",480533.261190398,5484300.71880529
"1237",1683,"Steinklingen","Rhein-Neckar-Kreis",481463.006073575,5484368.63216119
