"","ID","place","admin","utm_e","utm_n"
"644",758,"Fröhnd","Lörrach",416364.772446553,5290262.19597535
"645",798,"Bellingen (Bad Bellingen)","Lörrach",391824.238657513,5287510.67048035
"646",799,"Liel","Lörrach",395342.049924605,5288266.63612569
"647",800,"Feuerbach","Lörrach",398185.492264962,5287910.3263136
"648",801,"Riedlingen","Lörrach",397665.795577911,5285613.75784525
"649",802,"Tannenkirch","Lörrach",395758.253238595,5285132.95232918
"650",803,"Hertingen","Lörrach",393841.284816128,5286495.09265609
"651",804,"Bamlach","Lörrach",391204.980713553,5285924.64323521
"652",805,"Rheinweiler","Lörrach",389975.909694587,5285125.09167374
"653",810,"Blansingen","Lörrach",390549.916096873,5283051.93056084
"654",811,"Welmlingen","Lörrach",392114.343800969,5282734.73932389
"655",812,"Mappach","Lörrach",394769.121341079,5281723.31575113
"656",813,"Holzen","Lörrach",397036.084584904,5283355.86620199
"657",814,"Kandern","Lörrach",399660.746345815,5285442.20835337
"658",815,"Wintersweiler","Lörrach",392475.468953693,5281032.63789199
"659",816,"Huttingen","Lörrach",391133.189707559,5280968.66814082
"660",817,"Kleinkems","Lörrach",389151.502540749,5283013.94912344
"661",818,"Malsburg","Lörrach",403175.826506232,5287384.6937804
"662",819,"Wies","Lörrach",407594.434235857,5289015.73938393
"663",820,"Raich","Lörrach",409848.83929945,5289299.31348223
"664",821,"Elbenschwand","Lörrach",412408.704718524,5289275.65800947
"665",822,"Gresgen","Lörrach",411527.618355484,5284883.59124816
"666",823,"Tegernau","Lörrach",409731.864799753,5285922.81978311
"667",824,"Sallneck","Lörrach",407938.038774728,5286240.01324229
"668",825,"Endenburg","Lörrach",404967.183171728,5285025.01377005
"669",826,"Weitenau","Lörrach",407321.724775358,5281222.8963382
"670",827,"Wieslet","Lörrach",409814.024654876,5282467.65887556
"671",828,"Schlächtenhaus-Hofen","Lörrach",405346.718067631,5282668.74601173
"672",829,"Pfaffenberg","Lörrach",415255.049445532,5287412.53521113
"673",830,"Ehrsberg","Lörrach",418010.523534468,5288335.6122861
"674",831,"Häg (bei Mambach)","Lörrach",418595.164508964,5287092.38500043
"675",832,"Happach","Lörrach",421386.907856392,5288068.79045243
"676",833,"Mambach","Lörrach",416288.142148906,5286716.12176789
"677",834,"Atzenbach","Lörrach",415507.412047095,5285274.54529613
"678",835,"Häg-Rohrberg","Lörrach",417808.396360331,5285550.55458462
"679",836,"Adelsberg","Lörrach",412747.503047414,5285529.89584172
"680",837,"Zell im Wiesental","Lörrach",413957.765496143,5284431.33923175
"681",838,"Riedichen","Lörrach",416632.70112513,5284072.19487714
"682",839,"Gersbach","Lörrach",419920.704977723,5283203.36920885
"683",840,"Hausen im Wiesental","Lörrach",412979.664095699,5281544.56089574
"684",841,"Raitbach","Lörrach",414507.696372628,5281621.94024545
"685",1600,"Mondfeld, Krs. Tauberbischofsheim","Main-Tauber-Kreis",529987.318219283,5514665.17194656
"686",1601,"Boxtal","Main-Tauber-Kreis",528911.924696735,5512486.79381276
"687",1602,"Grünenwört","Main-Tauber-Kreis",533938.035517547,5513652.31490393
"688",1603,"Dertingen über Wertheim a.M.","Main-Tauber-Kreis",544617.310979453,5512853.79745999
"689",1604,"Lindelbach","Main-Tauber-Kreis",542024.858354692,5511812.33186542
"690",1605,"Wertheim-Bastenheid","Main-Tauber-Kreis",536204.205429258,5514484.23114655
"691",1606,"Bettingen","Main-Tauber-Kreis",540624.846983983,5513501.65571848
"692",1607,"Wertheim-Eichel","Main-Tauber-Kreis",538955.044245887,5512694.38614052
"693",1608,"Freudenberg","Main-Tauber-Kreis",523435.409806354,5511047.1549539
"694",1609,"Rauenberg","Main-Tauber-Kreis",527672.630795248,5509924.22566736
"695",1610,"Wessental","Main-Tauber-Kreis",529702.609986472,5508697.53146463
"696",1611,"Sonderriet","Main-Tauber-Kreis",531673.138808538,5507317.81253868
"697",1612,"Hundheim","Main-Tauber-Kreis",533675.930067309,5504390.23271283
"698",1613,"Sachsenhausen","Main-Tauber-Kreis",535417.387473701,5508975.40755539
"699",1614,"Vockenrot","Main-Tauber-Kreis",534954.821524694,5510743.55371298
"700",1615,"Nassig","Main-Tauber-Kreis",532531.709596282,5509356.43609328
"701",1616,"Ebenheid","Main-Tauber-Kreis",526020.373089546,5507095.34990178
"702",1617,"Ebenheid","Main-Tauber-Kreis",526020.373089546,5507095.34990178
"703",1618,"Waldenhausen","Main-Tauber-Kreis",537679.338211945,5510251.51375542
"704",1619,"Reicholzheim","Main-Tauber-Kreis",538481.646081289,5508373.70018277
"705",1620,"Bronnbach","Main-Tauber-Kreis",539401.114845439,5506918.24312709
"706",1621,"Dörlesberg","Main-Tauber-Kreis",536118.619490693,5506811.9649162
"707",1622,"Külsheim","Main-Tauber-Kreis",537781.432834675,5502013.52348571
"708",1623,"Uissigheim","Main-Tauber-Kreis",541260.941100943,5503161.83735366
"709",1624,"Uissigheim","Main-Tauber-Kreis",541260.941100943,5503161.83735366
"710",1625,"Werbach","Main-Tauber-Kreis",546086.605973196,5502168.91501235
"711",1626,"Gamburg","Main-Tauber-Kreis",543262.488260666,5504761.8218
"712",1627,"Niklashausen","Main-Tauber-Kreis",544524.906966851,5505962.84232719
"713",1628,"Höhefeld","Main-Tauber-Kreis",543908.248405331,5506867.30349749
"714",1629,"Kembach","Main-Tauber-Kreis",545002.764694332,5510151.82692459
"715",1630,"Kembach","Main-Tauber-Kreis",545002.764694332,5510151.82692459
"716",1631,"Dietenhan","Main-Tauber-Kreis",543704.444721829,5510230.12973441
"717",1632,"Urphar","Main-Tauber-Kreis",541106.489996064,5510766.80015646
"718",1634,"Wenkheim","Main-Tauber-Kreis",550585.443898779,5505536.83697678
"719",1635,"Werbachhausen","Main-Tauber-Kreis",549023.485355533,5503214.24632329
"720",1636,"Gerchsheim","Main-Tauber-Kreis",556456.273889372,5506327.57809085
"721",1637,"Schönfeld","Main-Tauber-Kreis",557766.31393227,5503029.05749951
"722",1647,"Steinfurt","Main-Tauber-Kreis",534957.240790079,5499638.63756758
"723",1650,"Eiersheim","Main-Tauber-Kreis",542427.585203306,5500942.71372938
"724",1651,"Hochhausen","Main-Tauber-Kreis",545845.366228173,5501256.26522277
"725",1652,"Impfingen","Main-Tauber-Kreis",547606.358577588,5499613.66164536
"726",1653,"Dittwar","Main-Tauber-Kreis",545961.744252375,5493211.9595803
"727",1654,"Gissigheim","Main-Tauber-Kreis",542440.008732085,5493713.67704356
"728",1655,"Königheim","Main-Tauber-Kreis",542920.177027275,5496331.3574345
"729",1657,"Tauberbischofsheim","Main-Tauber-Kreis",548067.839554088,5496985.97900621
"730",1658,"Dienstadt","Main-Tauber-Kreis",544215.534384794,5498088.44128369
"731",1659,"Großrinderfeld","Main-Tauber-Kreis",552970.993842168,5501708.10031048
"732",1660,"Paimar","Main-Tauber-Kreis",554415.823247245,5498900.46466659
"733",1661,"Grünsfeldhausen","Main-Tauber-Kreis",553484.967523645,5497152.25230641
"734",1662,"Dittigheim","Main-Tauber-Kreis",548871.142905984,5495528.84134523
"735",1663,"Distelhausen","Main-Tauber-Kreis",550116.946211248,5494094.78151712
"736",1664,"Grünsfeld","Main-Tauber-Kreis",553938.844367022,5495159.82908229
"737",1665,"Vilchband","Main-Tauber-Kreis",559571.506530489,5493360.69134993
"738",1666,"Krensheim","Main-Tauber-Kreis",556320.313722951,5498654.15022274
"739",1667,"Poppenhausen","Main-Tauber-Kreis",559664.834304102,5497893.7626485
"740",1668,"Ilmspan","Main-Tauber-Kreis",557019.404216431,5501805.85667225
"741",1669,"Oberwittighausen","Main-Tauber-Kreis",561506.542051467,5497380.59991425
"742",1670,"Oberwittighausen","Main-Tauber-Kreis",561506.542051467,5497380.59991425
"743",1671,"Unterwittighausen","Main-Tauber-Kreis",560593.173942348,5495990.47559433
"744",1706,"Pülfringen","Main-Tauber-Kreis",538040.369246533,5492233.53660711
"745",1707,"Brehmen","Main-Tauber-Kreis",540096.815503604,5490791.82665781
"746",1708,"Buch","Main-Tauber-Kreis",540221.069619725,5487478.43187532
"747",1710,"Eubigheim","Main-Tauber-Kreis",539081.916792489,5483380.93134357
"748",1711,"Epplingen","Main-Tauber-Kreis",545424.824332202,5483830.31373775
"749",1712,"Kupprichhausen-Lengenrieden","Main-Tauber-Kreis",544869.974711843,5486146.08429938
"750",1713,"Heckfeld","Main-Tauber-Kreis",546085.147773969,5488880.19575562
"751",1714,"Oberlauda","Main-Tauber-Kreis",549107.009002837,5490608.83173236
"752",1715,"Lauda","Main-Tauber-Kreis",550759.340780963,5491082.07093303
"753",1716,"Gerlachsheim","Main-Tauber-Kreis",551885.575772961,5492180.08253924
"754",1717,"Marbach","Main-Tauber-Kreis",552526.076546386,5490610.73358946
"755",1718,"Kützbrunn","Main-Tauber-Kreis",555036.268551022,5492390.05481302
"756",1719,"Messelhausen","Main-Tauber-Kreis",557019.54909164,5491744.47182779
"757",1720,"Oberbalbach","Main-Tauber-Kreis",557430.022187901,5487787.20566295
"758",1721,"Oberbalbach","Main-Tauber-Kreis",557430.022187901,5487787.20566295
"759",1722,"Unterbalbach","Main-Tauber-Kreis",554065.548330318,5486398.54279059
"760",1723,"Königshofen","Main-Tauber-Kreis",552881.986221135,5488588.38765806
"761",1724,"Beckstein","Main-Tauber-Kreis",550942.145566774,5488468.72041146
"762",1725,"Oberschüpf","Main-Tauber-Kreis",548987.847193313,5485764.6022169
"763",1726,"Unterschüpf","Main-Tauber-Kreis",549889.951006609,5484866.6394918
"764",1727,"Sachsenflur","Main-Tauber-Kreis",551384.2719501,5485925.64456905
"765",1743,"Heidelberg-Handschuhsheim","Main-Tauber-Kreis",545845.366228173,5501256.26522277
"766",1799,"Hohenstadt","Main-Tauber-Kreis",537430.124110497,5482244.21251496
"767",1801,"Berolzheim","Main-Tauber-Kreis",539150.425705684,5480390.68985418
"768",1802,"Schillingstadt","Main-Tauber-Kreis",541639.618815257,5478791.43662513
"769",1803,"Schwabhausen","Main-Tauber-Kreis",543625.686022775,5478288.83492177
"770",1804,"Windischbuch","Main-Tauber-Kreis",545091.801150255,5476103.81158029
"771",1806,"Uiffingen","Main-Tauber-Kreis",542883.225197074,5483399.48215785
"772",1807,"Angeltürn","Main-Tauber-Kreis",543258.613465503,5481624.66408391
"773",1808,"Wölchingen","Main-Tauber-Kreis",545638.598480133,5481557.32335263
"774",1809,"Boxberg","Main-Tauber-Kreis",546573.729865273,5481217.22366164
"775",1810,"Dainbach-Herold","Main-Tauber-Kreis",551813.155992907,5482911.06399645
"776",1811,"Schweigern","Main-Tauber-Kreis",548213.525409111,5482391.0899581
"777",1812,"Bobstadt","Main-Tauber-Kreis",548834.82065905,5479486.97559159
"778",1813,"Assamstadt","Main-Tauber-Kreis",549845.448373023,5475139.99760034
"779",1592,"Mannheim-Sandhofen","Mannheim",460058.431778421,5488001.14942343
"780",1593,"Mannheim-Sandhofen","Mannheim",460058.431778421,5488001.14942343
"781",1594,"Mannheim-Waldhof (Luzenberg)","Mannheim",462353.7800615,5485980.22419614
"782",1595,"Siedlung Schönau (Mannheim)","Mannheim",462093.507112573,5487995.50217799
"783",1596,"Mannheim","Mannheim",461380.295774993,5481676.5912189
"784",1597,"Mannheim-Neckarau","Mannheim",463112.49228825,5477979.03479925
"785",1598,"Neckarau","Mannheim",463112.49228825,5477979.03479925
"786",1599,"Neckarau","Mannheim",463112.49228825,5477979.03479925
"787",1675,"Mannheim-Käfertal","Mannheim",465047.034135239,5484552.53571318
"788",1676,"Mannheim-Käfertal","Mannheim",465047.034135239,5484552.53571318
"789",1677,"Mannheim-Gartenstadt","Mannheim",463830.365144079,5486551.69594555
"790",1728,"Wennheim-Wallstadt","Mannheim",467297.923727102,5482660.76883537
"791",1729,"Feudenheim","Mannheim",466175.623210036,5481633.65082107
"792",1733,"Seckenheim","Mannheim",468346.235767325,5479490.46646531
"793",1734,"Mannheim-Friedrichsfeld","Mannheim",469214.025162004,5476485.94843445
"794",1737,"Rheinau","Mannheim",465960.057944437,5475280.06491755
"795",1313,"Hochhausen","Neckar-Odenwald-Kreis",507324.97315995,5463368.05454232
"796",1314,"Neckarzimmern","Neckar-Odenwald-Kreis",509658.537102703,5462854.71535045
"797",1315,"Hüffenhardt","Neckar-Odenwald-Kreis",506097.881771129,5459842.42367446
"798",1322,"Kälbertshausen","Neckar-Odenwald-Kreis",504561.199956274,5462724.71474096
"799",1324,"Hassmersheim","Neckar-Odenwald-Kreis",510365.052469802,5460870.47903126
"800",1325,"Neckarmühlbach","Neckar-Odenwald-Kreis",509893.683381838,5458996.37495107
"801",1640,"Gottersdorf","Neckar-Odenwald-Kreis",522429.581936298,5498375.0036454
"802",1641,"Rippberg","Neckar-Odenwald-Kreis",521496.072807139,5496705.76691154
"803",1642,"Gerolzahn","Neckar-Odenwald-Kreis",523034.814939718,5497147.89574777
"804",1643,"Reichenhardsachsen","Neckar-Odenwald-Kreis",524915.011928615,5498666.01292022
"805",1644,"Dornberg","Neckar-Odenwald-Kreis",530942.176785046,5497072.67097384
"806",1645,"Hardheim","Neckar-Odenwald-Kreis",534286.690946061,5495160.42752201
"807",1646,"Höpfingen","Neckar-Odenwald-Kreis",530892.070732612,5494451.86796074
"808",1648,"Glashofen","Neckar-Odenwald-Kreis",526468.886015673,5496871.14282325
"809",1649,"Wettersdorf","Neckar-Odenwald-Kreis",527978.019532053,5497649.18308366
"810",1656,"Schweinberg","Neckar-Odenwald-Kreis",537892.297396646,5496362.89668992
"811",1686,"Reisenbach","Neckar-Odenwald-Kreis",508988.784623449,5483421.78056761
"812",1687,"Scheidental","Neckar-Odenwald-Kreis",510936.228904935,5483878.9327863
"813",1688,"Schloßau","Neckar-Odenwald-Kreis",511015.933507682,5487426.71201889
"814",1689,"Waldauerbach","Neckar-Odenwald-Kreis",511432.906771141,5485933.36589862
"815",1690,"Mörschenhardt","Neckar-Odenwald-Kreis",512444.552493972,5490718.38796695
"816",1691,"Donebach","Neckar-Odenwald-Kreis",513897.219966679,5489854.72429028
"817",1692,"Mudau","Neckar-Odenwald-Kreis",514916.668259164,5486770.04906662
"818",1693,"Mudau-Langenelz","Neckar-Odenwald-Kreis",514834.654351337,5484999.90121411
"819",1694,"Buchen","Neckar-Odenwald-Kreis",523597.20418648,5485360.97890492
"820",1695,"Unterneudorf","Neckar-Odenwald-Kreis",519924.822112985,5486324.67550167
"821",1696,"Steinbach","Neckar-Odenwald-Kreis",517597.154819438,5488465.7082531
"822",1697,"Hornbach (Hettingenbeuern)","Neckar-Odenwald-Kreis",520967.892866711,5493198.2470619
"823",1698,"Hainstadt","Neckar-Odenwald-Kreis",523934.788737433,5487434.79641942
"824",1699,"Hettingen","Neckar-Odenwald-Kreis",526522.515348637,5485262.13600494
"825",1700,"Rinschheim","Neckar-Odenwald-Kreis",528411.288186493,5484636.82595628
"826",1701,"Altheim","Neckar-Odenwald-Kreis",532107.417219979,5485264.37090684
"827",1702,"Waldstetten","Neckar-Odenwald-Kreis",532463.006151068,5490330.68684774
"828",1703,"Bretzingen","Neckar-Odenwald-Kreis",535193.145515949,5491855.25895371
"829",1704,"Walldürn","Neckar-Odenwald-Kreis",526595.686594012,5492357.88575545
"830",1705,"Erfeld","Neckar-Odenwald-Kreis",535872.267887585,5489180.24719458
"831",1709,"Gerichtstetten","Neckar-Odenwald-Kreis",536532.440651064,5487053.31357293
"832",1773,"Laudenberg","Neckar-Odenwald-Kreis",515542.611076309,5480912.83150685
"833",1763,"Stümpfelbrunn","Neckar-Odenwald-Kreis",505488.116090355,5479096.88621246
"834",1764,"Oberdielbach","Neckar-Odenwald-Kreis",503885.896939653,5477240.01531015
"835",1765,"Schollbrunn","Neckar-Odenwald-Kreis",505772.804559653,5475740.83489987
"836",1766,"Zwingenberg","Neckar-Odenwald-Kreis",503219.875399903,5473355.17634066
"837",1767,"Fahrenbach","Neckar-Odenwald-Kreis",510866.992106014,5475370.59371903
"838",1768,"Waldkatzenbach","Neckar-Odenwald-Kreis",503974.388300812,5478153.92961173
"839",1769,"Robern","Neckar-Odenwald-Kreis",511788.140521879,5477932.8448313
"840",1770,"Wagenschwend","Neckar-Odenwald-Kreis",510604.220722339,5480000.48984992
"841",1771,"Mülben","Neckar-Odenwald-Kreis",507206.918508113,5479058.86064337
"842",1772,"Einbach","Neckar-Odenwald-Kreis",517555.587432759,5481375.86497372
"843",1774,"Balsbach","Neckar-Odenwald-Kreis",512576.79282328,5480715.08443522
"844",1775,"Scheringen","Neckar-Odenwald-Kreis",517036.761246819,5479357.49940818
"845",1776,"Limbach","Neckar-Odenwald-Kreis",515348.697876018,5478773.27345559
"846",1777,"Krumbach","Neckar-Odenwald-Kreis",513337.133886443,5477857.47180539
"847",1778,"Trienz","Neckar-Odenwald-Kreis",512292.425757744,5476386.40842187
"848",1779,"Muckental","Neckar-Odenwald-Kreis",514671.225610177,5474693.53072559
"849",1780,"Rittersbach","Neckar-Odenwald-Kreis",517112.298527851,5474668.38169211
"850",1781,"Heidersbach","Neckar-Odenwald-Kreis",517886.501676633,5478086.14802652
"851",1782,"Waldhausen","Neckar-Odenwald-Kreis",518643.585273039,5479440.57024371
"852",1783,"Bödigheim","Neckar-Odenwald-Kreis",522836.352942924,5480206.92883724
"853",1784,"Großeicholzheim","Neckar-Odenwald-Kreis",520997.656211695,5476812.03002892
"854",1785,"Kleineicholzheim","Neckar-Odenwald-Kreis",520938.663195689,5475179.75315957
"855",1786,"Eberstadt","Neckar-Odenwald-Kreis",526556.884001597,5480578.40896029
"856",1787,"Schlierstadt","Neckar-Odenwald-Kreis",526683.302063981,5477832.96457886
"857",1788,"Seckach","Neckar-Odenwald-Kreis",524189.296723013,5476688.47486788
"858",1789,"Zimmern","Neckar-Odenwald-Kreis",527047.682142536,5475673.49090422
"859",1790,"Zimmern","Neckar-Odenwald-Kreis",527047.682142536,5475673.49090422
"860",1791,"Osterburken","Neckar-Odenwald-Kreis",531061.63121044,5475435.77515205
"861",1792,"Bronnacker","Neckar-Odenwald-Kreis",535015.886976399,5476993.91494333
"862",1793,"Sindolsheim","Neckar-Odenwald-Kreis",532870.007337569,5481711.20380102
"863",1794,"Götzingen","Neckar-Odenwald-Kreis",528577.404489992,5482774.35622388
"864",1795,"Rosenberg","Neckar-Odenwald-Kreis",534438.981063245,5478238.77650188
"865",1796,"Hemsbach","Neckar-Odenwald-Kreis",529016.055215524,5475030.97583353
"866",1797,"Hemsbach","Neckar-Odenwald-Kreis",529016.055215524,5475030.97583353
"867",1798,"Bofsheim","Neckar-Odenwald-Kreis",529868.102649371,5479942.90723938
"868",1800,"Hirschlanden","Neckar-Odenwald-Kreis",536277.267369144,5480156.27108958
"869",1805,"Oberwittstadt","Neckar-Odenwald-Kreis",540290.313633682,5475437.05168256
"870",1843,"Aglasterhausen","Neckar-Odenwald-Kreis",499259.98470527,5466888.47597321
"871",1844,"Unterschwarzach","Neckar-Odenwald-Kreis",498694.628190874,5468428.31717093
"872",1845,"Michelbach","Neckar-Odenwald-Kreis",497482.391902655,5468876.76487558
"873",1851,"Neunkirchen","Neckar-Odenwald-Kreis",500643.721232571,5470577.16538343
"874",1852,"Neckarkatzenbach","Neckar-Odenwald-Kreis",502509.02080882,5470190.82104713
"875",1853,"Guttenbach","Neckar-Odenwald-Kreis",505182.949084082,5470795.25505615
"876",1854,"Reichenbuch","Neckar-Odenwald-Kreis",507044.54007901,5471228.68426154
"877",1855,"Binau","Neckar-Odenwald-Kreis",504189.264539287,5468209.64125839
"878",1856,"Mörtelstein","Neckar-Odenwald-Kreis",503083.369904104,5467152.77092056
"879",1857,"Aglasterhausen-Daudenzell","Neckar-Odenwald-Kreis",499259.98470527,5466888.47597321
"880",1858,"Asbach","Neckar-Odenwald-Kreis",501861.073000859,5465401.26048517
"881",1859,"Obrigheim","Neckar-Odenwald-Kreis",506977.89719901,5466576.02462558
"882",1860,"Diedesheim","Neckar-Odenwald-Kreis",508255.810046514,5466296.53360481
"883",1862,"Mosbach","Neckar-Odenwald-Kreis",510616.502496948,5466932.0543254
"884",1863,"Nüstenbach","Neckar-Odenwald-Kreis",509109.139071294,5468961.57780241
"885",1864,"Lohrbach","Neckar-Odenwald-Kreis",510290.476426215,5471933.10157838
"886",1865,"Breitenbronn","Neckar-Odenwald-Kreis",501595.171759139,5468013.72095466
"887",1866,"Neckargerach","Neckar-Odenwald-Kreis",505136.789635982,5472038.12559699
"888",1867,"Neckarburken","Neckar-Odenwald-Kreis",511977.257573777,5469337.30162589
"889",1868,"Dallau","Neckar-Odenwald-Kreis",513928.557391634,5470445.86467167
"890",1869,"Oberschefflenz","Neckar-Odenwald-Kreis",520489.286177233,5473769.46677669
"891",1870,"Mittelschefflenz","Neckar-Odenwald-Kreis",520291.276245407,5472007.72514311
"892",1871,"Unterschefflenz","Neckar-Odenwald-Kreis",519648.359680834,5471018.1535974
"893",1872,"Katzental","Neckar-Odenwald-Kreis",519323.12071892,5468998.07919394
"894",1873,"Waldmühlbach","Neckar-Odenwald-Kreis",520521.811382661,5467601.64808548
"895",1874,"Billigheim","Neckar-Odenwald-Kreis",518452.968453634,5466115.69106179
"896",1875,"Auerbach","Neckar-Odenwald-Kreis",516445.557343853,5471866.97294544
"897",1876,"Sattelbach","Neckar-Odenwald-Kreis",512137.809832385,5472880.74874215
"898",1877,"Sulzbach","Neckar-Odenwald-Kreis",516070.027425615,5466561.777387
"899",1878,"Adlesheim","Neckar-Odenwald-Kreis",528368.03881706,5472318.22046293
"900",1879,"Sennfeld","Neckar-Odenwald-Kreis",527899.734920927,5469821.0392029
"901",1880,"Leibenstadt","Neckar-Odenwald-Kreis",530512.812430577,5468518.65108688
"902",1883,"Hüngheim","Neckar-Odenwald-Kreis",537590.510469011,5473449.97893842
"903",1884,"Ballenberg","Neckar-Odenwald-Kreis",539966.808282107,5472172.70250729
"904",1885,"Erlenbach","Neckar-Odenwald-Kreis",540018.496104337,5470460.93859267
"905",1892,"Unterwittstadt","Neckar-Odenwald-Kreis",539850.604704554,5473184.68897029
"906",1893,"Merchingen","Neckar-Odenwald-Kreis",536736.485247239,5472080.03182324
"907",1895,"Allfeld","Neckar-Odenwald-Kreis",517536.774303942,5463479.00324952
"908",891,"Altenheim","Ortenaukreis",412323.347543159,5368670.05012762
"909",892,"Dundenheim","Ortenaukreis",412425.913289487,5366888.49349147
"910",893,"Ichenheim","Ortenaukreis",412094.149497082,5364955.79721753
"911",894,"Kittersburg","Ortenaukreis",413821.07987527,5372193.62295272
"912",895,"Hohnhurst","Ortenaukreis",415914.68927909,5371616.20200385
"913",896,"Weier","Ortenaukreis",420043.158403939,5372232.23711392
"914",897,"Bühl","Ortenaukreis",421128.218808615,5371836.77054754
"915",898,"Bohlsbach","Ortenaukreis",422273.13444696,5371591.88969046
"916",899,"Rammersweier","Ortenaukreis",423612.028539969,5370656.45483057
"917",900,"Waltersweier","Ortenaukreis",420109.828013382,5370832.70984687
"918",901,"Offenburg","Ortenaukreis",422000.563112845,5369295.45242184
"919",902,"Zell-Weierbach (Weierbach)","Ortenaukreis",424741.382430613,5369495.11786305
"920",903,"Fessenbach","Ortenaukreis",424571.520214158,5368453.46977749
"921",904,"Ortenberg","Ortenaukreis",423876.044634838,5367043.10902192
"922",905,"Waltersweier","Ortenaukreis",420109.828013382,5370832.70984687
"923",906,"Ohlsbach","Ortenaukreis",425493.550787579,5364805.93542329
"924",907,"Zunsweier","Ortenaukreis",422040.167721407,5363740.68462843
"925",908,"Hofweier","Ortenaukreis",419209.654847475,5363994.9033076
"926",909,"Müllen","Ortenaukreis",413780.596715075,5368665.44210224
"927",910,"Schutterwald","Ortenaukreis",417690.499405329,5367302.00185027
"928",950,"Meissenheim","Ortenaukreis",409522.02641459,5362480.31204739
"929",951,"Ottenheim","Ortenaukreis",407807.198098553,5359945.24709156
"930",952,"Kürzell","Ortenaukreis",412322.975989578,5360136.03626636
"931",953,"Allmannsweier","Ortenaukreis",409883.114793782,5357810.62156437
"932",954,"Nonnenweier","Ortenaukreis",408129.293385113,5355868.64395337
"933",958,"Langenwinkel","Ortenaukreis",412957.927709178,5353923.73428091
"934",959,"Niederschopfheim","Ortenaukreis",417943.33767767,5363262.67175841
"935",960,"Oberschopfheim","Ortenaukreis",418649.306294892,5361144.62956632
"936",961,"Diersburg","Ortenaukreis",421345.476323006,5361351.17238364
"937",962,"Berghaupten","Ortenaukreis",425042.961720464,5362005.91438862
"938",963,"Bermersbach","Ortenaukreis",425401.390085205,5359824.46276319
"939",964,"Oberweier","Ortenaukreis",418408.89022925,5358841.22361407
"940",965,"Friesenheim","Ortenaukreis",416699.780322709,5358456.9314125
"941",966,"Schutterzell","Ortenaukreis",414260.049007509,5362042.00682246
"942",967,"Schuttern","Ortenaukreis",415049.795734039,5359416.37406268
"943",968,"Hugsweier","Ortenaukreis",413882.667392559,5356976.97932944
"944",969,"Dinglingen","Ortenaukreis",415445.390371756,5355793.94045189
"945",970,"Lahr (Lahr/Schwarzwald)","Ortenaukreis",416710.191212154,5354721.32495663
"946",971,"Kuhbach","Ortenaukreis",419067.483443563,5354538.28990889
"947",1001,"Wittenweier","Ortenaukreis",408003.476798359,5353269.1025019
"948",1002,"Kippenheim","Ortenaukreis",412825.584192507,5349688.86894505
"949",1003,"Kippenheimweiler","Ortenaukreis",411598.029614296,5352471.63689702
"950",1004,"Mahlberg","Ortenaukreis",411965.274770192,5348889.41934117
"951",1005,"Orschweier","Ortenaukreis",410866.332156224,5347935.95490544
"952",1006,"Altdorf","Ortenaukreis",411987.034166004,5346552.18272011
"953",1007,"Ettenheim","Ortenaukreis",411940.603993602,5345468.945995
"954",1008,"Kappel a. Rh.","Ortenaukreis",406677.770935849,5349559.55273294
"955",1009,"Grafenhausen (Kappel-Grafenhausen)","Ortenaukreis",406677.770935849,5349559.55273294
"956",1010,"Rust","Ortenaukreis",405439.286642824,5346953.94993718
"957",1011,"Mietersheim","Ortenaukreis",413866.640698412,5353230.61056711
"958",1012,"Sulz","Ortenaukreis",415509.513060789,5352329.90456078
"959",1013,"Sulz","Ortenaukreis",415509.513060789,5352329.90456078
"960",1014,"Reichenbach (Gengb.)","Ortenaukreis",420185.351603405,5353757.61543678
"961",1015,"Schönberg","Ortenaukreis",428354.066602432,5357278.43167404
"962",1016,"Seelbach","Ortenaukreis",421481.063463181,5351283.79905176
"963",1017,"Wittelbach","Ortenaukreis",422170.065396854,5349335.51897718
"964",1018,"Schuttertal","Ortenaukreis",422503.123050097,5346934.15323565
"965",1019,"Schmieheim","Ortenaukreis",415168.182422849,5347984.75390936
"966",1020,"Wallburg","Ortenaukreis",414911.027725916,5346616.71026827
"967",1021,"Münchweier","Ortenaukreis",415283.247930648,5344443.29067332
"968",1054,"Ringsheim","Ortenaukreis",409458.750240941,5344397.18816678
"969",1055,"Ettenheimweiler","Ortenaukreis",412386.699519668,5343288.61380688
"970",1066,"Ettenheimmünster","Ortenaukreis",416855.466937449,5343750.88875565
"971",1067,"Dörlinbach","Ortenaukreis",422335.724041365,5344398.43454013
"972",1068,"Schweighausen","Ortenaukreis",423345.342471757,5341290.95113888
"973",1134,"Helmlingen","Ortenaukreis",423903.011218159,5395689.25392679
"974",1137,"Memprechtshofen","Ortenaukreis",425096.267900071,5392642.50941171
"975",1138,"Freistett","Ortenaukreis",421652.975169179,5391472.10119735
"976",1199,"Rheinbischofsheim","Ortenaukreis",421128.160149037,5389650.56536323
"977",1200,"Diersheim","Ortenaukreis",418050.182582035,5388911.90242643
"978",1201,"Diersheim","Ortenaukreis",418050.182582035,5388911.90242643
"979",1202,"Honau","Ortenaukreis",416853.252214201,5388080.06461397
"980",1203,"Leutesheim","Ortenaukreis",415707.581602487,5386316.01444911
"981",1204,"Linx","Ortenaukreis",418727.928190784,5386565.0830752
