"","ID","utm_n","place","utm_e"
"863",644,5269650.84264657,"Friesen",360846.025064189
"864",645,5270569.36471441,"Hindlingen",359914.533470417
"865",764,5284717.35575957,"Bretten Landkreis Altkirch",355319.543460372
"866",765,5282929.61969288,"St Kosman (Saint-Cosme)",354590.176822919
"867",766,5283464.65265274,"Gildweiler (Gildwiller), Falkweiler, Hecken",360019.399678969
"868",767,5285601.80433095,"Diefmatten Kreis Altkirch",358463.200043167
"869",773,5284465.65456829,"Hochstatt",371011.165665963
"870",776,5281162.45306538,"Illfurt (Illfurth)",369752.723954387
"871",777,5281162.45306538,"Illfurt (Illfurth)",369752.723954387
"872",778,5282371.85060335,"Ober- und Niederspechbach (Spechbach-Le-Haut)",366097.429604459
"873",779,5283324.4282244,"Frönigen",370031.628957084
"874",781,5280995.27748924,"Balschweiler bei Altkirch",362475.462928334
"875",782,5281299.67632923,"Enschingen (Saint-Bernard)",365098.624512878
"876",783,5283520.7328107,"Bernweiler (Bernwiller)",364455.687288051
"877",844,5281400.43659218,"Brückensweiler (Bréchaumont)",354996.600179651
"878",845,5281279.31647277,"Niedertraubach (traubach-Le-Haute)",356742.982595064
"879",846,5279755.40164884,"Büttweiler (Buethwiller)",361072.804781423
"880",847,5279076.64877711,"Hagenbach",361605.102959845
"881",848,5278309.51213413,"Gommersdorf",359787.822381679
"882",849,5276913.9385239,"Dammerkirch (Dannemarie)",358868.744867713
"883",850,5277596.80953483,"Wolfersdorf",358268.990509855
"884",851,5277019.09673559,"Retzweiler",356747.824731759
"885",852,5277158.12753732,"Gottestal, Luttern (Valdieu-Lutran)",354148.199010534
"886",853,5277265.00222655,"Schaffnatt am Weier (Chavannes-Sur-L'Étang)",351634.240312944
"887",854,5275539.05563503,"Mansbach (Manspach)",357608.400140424
"888",855,5274296.82360276,"Altenach",358298.479477571
"889",856,5273042.90477252,"St. Ulrich bei Dammerkirch",358602.717419757
"890",857,5272917.62892098,"Füllern (Fulleren)",360619.289510877
"891",858,5276257.77631294,"Ballersdorf",361935.001434041
"892",545,5267299.86088485,"Grenzach (Grenzach-Wyhlen)",399635.968045725
"893",581,5279757.45762024,"Istein",390037.257720168
"894",582,5278386.00145643,"Efringen (Efringen-Kirchen)",392212.449793747
"895",583,5278386.00145643,"Kirchen (Efringen-Kirchen)",392212.449793747
"896",584,5279872.92799565,"Egringen und Fischingen",394610.970349127
"897",585,5279097.3239048,"Schallbach",396948.64357823
"898",586,5278974.26103375,"Wittlingen",398511.030630521
"899",587,5280560.83626275,"Wollbach",398947.942484333
"900",588,5277293.05657686,"Rümmingen",397956.539673239
"901",589,5276242.53394071,"Binzen",396630.578570311
"902",590,5276259.1722247,"(Weil am Rhein und) Eimeldingen",394462.865315368
"903",591,5275819.53952969,"Märkt",393391.466031692
"904",599,5271946.35572434,"Weil am Rhein",397228.172766254
"905",600,5274106.10905687,"Lörrach",399604.128958225
"906",601,5274106.10905687,"Lörrach",399604.128958225
"907",602,5275763.00121248,"Tumringen",398997.640545438
"908",603,5274312.48876562,"Haltingen",395825.816233476
"909",604,5275277.03389215,"Ötlingen",396410.514556638
"910",605,5279442.41624394,"Hägelberg",404479.352377613
"911",606,5278914.95598049,"Langenau",409807.740730552
"912",607,5278041.20146243,"Schopfheim (/Grenzach, aber gestrichen)",411620.256391719
"913",608,5276804.21481942,"Haagen",400769.410073814
"914",609,5277434.4520379,"Hauingen",401889.801124781
"915",610,5276444.87731885,"Brombach (/Maulburg, aber gestrichen)",401768.681665949
"916",611,5277555.86182095,"Steinen",405299.554295135
"917",612,5276987.65621675,"Höllstein",405788.437788722
"918",613,5276079.71575623,"Hüsingen",405428.089073343
"919",614,5277095.87203842,"Maulburg",408200.350339759
"920",615,5276588.77770726,"Wiechs",410787.513557253
"921",616,5274566.52879954,"Nordschwaben",411091.755244911
"922",617,5274228.4134949,"Adelhausen",406902.883264373
"923",618,5272886.45409164,"Minseln",409100.112334191
"924",619,5268047.64351044,"Eichsel (GID von Obereichsel)",408880.233181358
"925",620,5271356.30760473,"Inzlingen",401333.931064826
"926",621,5271292.30268681,"Karzau (Karsau)",409677.640326391
"927",622,5271292.30268681,"Degerfelden",409677.640326391
"928",623,5269643.81322563,"Nollingen",407615.03279394
"929",624,5268047.64351044,"Rheinfelden-Stadt (Baden)",408880.233181358
"930",625,5267617.15407509,"Herten",404378.710969586
"931",626,5267104.5280092,"Wyhlen",401511.158970215
"932",627,5279366.92114421,"Fahrnau",412606.890632815
"933",628,5279676.19230714,"Kürnberg",415067.8149526
"934",629,5278425.50298533,"Hasel",417237.441646837
"935",638,5271761.09044995,"Schwörstadt",415791.504029217
"936",639,5274251.2657228,"Dossenbach",414101.742713613
"937",641,5277731.90717122,"Eichen",412743.090819434
"938",671,5299310.65614389,"Wieden",416303.024745379
"939",672,5299406.46091907,"Aftersteg (bei Todtnau)",419818.689427223
"940",673,5300251.2488,"Todtnauberg",420952.008045701
"941",674,5300974.02126659,"Muggenbrunn",419009.238880122
"942",680,5299128.11057458,"Brandenberg",423209.454751416
"943",731,5290848.45124079,"Mauchen",394647.271684606
"944",733,5290156.6838223,"Obereggenen, Niedereggenen",398400.330105125
"945",734,5290139.42745031,"Schliengen",393294.682420884
"946",742,5291650.89779009,"Marzell bei Kandern",404612.489130292
"947",743,5292088.16683171,"Bürchau",412111.734143868
"948",744,5294229.5513735,"Neuenweg, Landkreis Lörrach",412162.189466372
"949",745,5287384.6937804,"Malsburg",403175.826506232
"950",746,5297817.54306335,"Todtnau",421142.549449466
"951",747,5296561.51224484,"Schlechtnau",420566.892828518
"952",748,5295098.1249611,"Geschwend",420603.726165343
"953",749,5294703.47787796,"Utzenfeld",418603.845539978
"954",750,5295014.65391058,"Aitern",417275.883664967
"955",751,5294973.45869268,"Böllen",413180.071041471
"956",752,5293859.39689072,"Schönenberg",416289.322316142
"957",753,5293148.34957612,"Schönau",417190.039481714
"958",754,5293048.02562071,"Tunau",419337.243899801
"959",755,5292319.92852689,"Präg",423014.196251314
"960",756,5290985.38090263,"Präg-Herrenschwand",421568.818595252
"961",758,5290262.19597535,"Fröhnd",416364.772446553
"962",798,5287510.67048035,"Bellingen (Bad Bellingen)",391824.238657513
"963",799,5288266.63612569,"Liel",395342.049924605
"964",800,5287910.3263136,"Feuerbach",398185.492264962
"965",801,5285613.75784525,"Riedlingen",397665.795577911
"966",802,5285132.95232918,"Tannenkirch",395758.253238595
"967",803,5286495.09265609,"Hertingen",393841.284816128
"968",804,5285924.64323521,"Bamlach",391204.980713553
"969",805,5285125.09167374,"Rheinweiler",389975.909694587
"970",810,5283051.93056084,"Blansingen",390549.916096873
"971",811,5282734.73932389,"Welmlingen",392114.343800969
"972",812,5281723.31575113,"Mappach",394769.121341079
"973",813,5283355.86620199,"Holzen",397036.084584904
"974",814,5285442.20835337,"Kandern",399660.746345815
"975",815,5281032.63789199,"Wintersweiler",392475.468953693
"976",816,5280968.66814082,"Huttingen",391133.189707559
"977",817,5283013.94912344,"Kleinkems",389151.502540749
"978",818,5287384.6937804,"Malsburg",403175.826506232
"979",819,5289015.73938393,"Wies",407594.434235857
"980",820,5289299.31348223,"Raich",409848.83929945
"981",821,5289275.65800947,"Elbenschwand",412408.704718524
"982",822,5284883.59124816,"Gresgen",411527.618355484
"983",823,5285922.81978311,"Tegernau",409731.864799753
"984",824,5286240.01324229,"Sallneck",407938.038774728
"985",825,5285025.01377005,"Endenburg",404967.183171728
"986",826,5281222.8963382,"Weitenau",407321.724775358
"987",827,5282467.65887556,"Wieslet",409814.024654876
"988",828,5282668.74601173,"Schlächtenhaus-Hofen",405346.718067631
"989",829,5287412.53521113,"Pfaffenberg",415255.049445532
"990",830,5288335.6122861,"Ehrsberg",418010.523534468
"991",831,5287092.38500043,"Häg (bei Mambach)",418595.164508964
"992",832,5288068.79045243,"Happach",421386.907856392
"993",833,5286716.12176789,"Mambach",416288.142148906
"994",834,5285274.54529613,"Atzenbach",415507.412047095
"995",835,5285550.55458462,"Häg-Rohrberg",417808.396360331
"996",836,5285529.89584172,"Adelsberg",412747.503047414
"997",837,5284431.33923175,"Zell im Wiesental",413957.765496143
"998",838,5284072.19487714,"Riedichen",416632.70112513
"999",839,5283203.36920885,"Gersbach",419920.704977723
"1000",840,5281544.56089574,"Hausen im Wiesental",412979.664095699
"1001",841,5281621.94024545,"Raitbach",414507.696372628
"1002",630,5278359.76571783,"Obergebisbach- Hornbach",422999.415062465
"1003",631,5277952.02739473,"Niedergebisbach",424339.989525022
"1004",632,5276460.14032777,"Altenschwand",423080.221189754
"1005",633,5275604.01482267,"Hütten",421019.822986517
"1006",634,5274451.30101392,"Rickenbach",423182.96128027
"1007",635,5273774.97388836,"Bergalingen",421799.292961056
"1008",636,5272995.83954991,"Willaringen",422794.674257457
"1009",637,5271556.85987253,"Öfflingen (Öflingen)",418350.468064715
"1010",640,5275677.7955453,"Wehr",417697.324589161
"1011",642,5268938.01799607,"Wallbach",418268.680880781
"1012",643,5269560.61138242,"Obersäckingen",421914.271057165
"1013",757,5288030.76349002,"Todtmoos",425361.078245382
"1014",842,5290253.82390436,"Rütte (bei Todtmoos; es gibt auch noch eines bei Herreschrie und eines bei Todtnauberg)",426062.727975515
"1015",843,5288030.76349002,"Todtmoos",425361.078245382
"1016",355,5318076.4389122,"Betzenhausen",411630.047062615
"1017",360,5322429.35954531,"Hochdorf",410728.697196289
"1018",364,5318844.36801153,"Lehen",410568.537739878
"1019",367,5319693.17913727,"Waltershofen",404455.111058215
"1020",369,5319809.27591706,"Zähringen",415115.422136697
"1021",433,5314694.18253522,"St. Georgen",410868.225128458
"1022",434,5315804.95870251,"Haslach",412083.937310457
"1023",435,5315115.06622507,"Tiengen",404186.43316702
"1024",436,5317155.82204867,"Opfingen",404209.975162542
"1025",437,5313643.88841573,"Munzingen",402880.781175452
"1026",444,5314412.40773552,"Littenweiler",418162.469936368
"1027",445,5315454.4159455,"Ebnet",418135.49716915
"1028",453,5312901.1971316,"Kappel",418509.059728163
"1029",258,5331036.48314386,"Kiechlinsbergen",399767.681993787
"1030",259,5331189.28515388,"Leiselheim",398478.172648882
"1031",263,5335666.10640935,"Wyhl am Kaiserstuhl",399571.339675202
"1032",267,5331997.89021972,"Königschaffhausen am Kaiserstuhl",399975.039575494
"1033",268,5332565.72045188,"Sasbach",396860.186809837
"1034",270,5330367.06329454,"Jechtingen am Kaierstuhl",396524.265502534
"1035",271,5332885.28874043,"Endingen",403525.066965962
"1036",272,5333789.22754722,"Riegel",407080.117199966
"1037",273,5328984.08115509,"Nimburg",409030.315272012
"1038",274,5327151.33918334,"Bottingen",409419.79814886
"1039",275,5335122.79364466,"Malterdingen",410316.383341923
"1040",278,5332452.48528254,"Köndringen",411166.69567165
"1041",279,5335276.05828441,"Forchheim",403563.897661172
"1042",280,5330638.66383061,"Bahlingen",406185.57605501
"1043",281,5331327.21051192,"Teningen",410965.397302662
"1044",282,5331455.50629675,"Amoltern",401504.031222032
"1045",283,5330377.97340688,"Emmendingen",414379.947896773
"1046",284,5327227.26306441,"Waldkirch",422598.064443591
"1047",285,5327876.22201113,"Wasser",414855.634473635
"1048",286,5330030.44226266,"Windenreuthe (Emmendingen)",417146.891269308
"1049",287,5328749.30317372,"Siensbach",424669.785440184
"1050",288,5333046.56067042,"Siegelau",423944.402139094
"1051",289,5328462.97934182,"Sexau",418697.535956769
"1052",290,5332223.02191424,"Mundingen",413298.050921917
"1053",291,5331266.95469506,"Maleck",416972.026682895
"1054",292,5333570.95785684,"Landeck",413777.491908577
"1055",293,5328577.19136567,"Kollnau",423480.718000572
"1056",294,5328304.60162424,"Kollmarsreute",416491.979193401
"1057",295,5334361.59189978,"Freiamt-Reichenbach",420037.57840118
"1058",296,5336214.56174875,"Freiamt-Mußbach (Mussbach)",417164.272973757
"1059",297,5332910.15546036,"Keppenbach",419689.924967393
"1060",298,5329927.14414908,"Gutach",424624.236071873
"1061",356,5326053.76665199,"Reute",412517.799440649
"1062",376,5324042.00345048,"Vörstetten",414405.970910949
"1063",377,5324457.26300314,"Denzlingen",416553.651055999
"1064",378,5325252.12728719,"Suggental",419905.819784665
"1065",379,5326045.65542777,"Buchholz i.Br.",418970.883440887
"1066",1051,5343756.1947199,"Niederhausen",404454.899150714
"1067",1052,5342297.95859341,"Oberhausen",404230.635338511
"1068",1053,5339111.36877535,"Weisweil",401627.658072731
"1069",1056,5341295.27378128,"Broggingen",413040.337677422
"1070",1057,5340923.29804076,"Tutschfelden",411348.797717406
"1071",1058,5341752.05912466,"Herbolzheim a. d. Bleich",409195.360788276
"1072",1059,5340076.96797513,"Wagenstadt",410583.615575669
"1073",1060,5340126.73242456,"Bleichheim",413120.621177193
"1074",1061,5338538.6309058,"Nordweil",411850.665652588
"1075",1062,5336837.95886951,"Bombach",412048.968280859
"1076",1063,5338480.85932546,"Kenzingen",408594.728048533
"1077",1064,5335887.7382287,"Hecklingen",408349.468473918
"1078",1065,5335168.75974556,"Heimbach",412952.966597757
"1079",1069,5337574.22729173,"Ottoschwanden",418008.4202677
"1080",1070,5336733.02104074,"Freiamt",418684.098602729
"1081",1071,5336378.99782618,"Oberspitzenbach",424810.312531668
"1082",260,5328579.20692344,"Burkheim am Kaiserstuhl",395730.874433542
"1083",261,5328051.76837148,"Oberbergen",399933.648977404
"1084",262,5329023.4212618,"Bischoffingen",397670.562590379
"1085",269,5327141.65085892,"Oberrotweil",398392.260780396
"1086",276,5328737.12117915,"Schelingen am Kaiserstuhl",401962.881705205
"1087",277,5327527.8787972,"Eichstetten",406600.847859583
"1088",342,5322297.87915254,"Breisach",395161.098450993
"1089",343,5318921.46192959,"Gündlingen",398750.890188224
"1090",344,5322269.24997293,"Ihringen",399053.665000923
"1091",345,5324738.88739061,"Achkarren",397527.730653147
"1092",346,5326069.75206384,"Bickensohl",398902.966448434
"1093",357,5320578.92852822,"Umkirch",407738.15662923
"1094",358,5319054.97179707,"Merdingen",402212.036715969
"1095",359,5324690.30229936,"Neuershausen",408349.653875697
"1096",361,5324826.1252378,"Holzhausen",410591.621929272
"1097",362,5322607.12412189,"Gottenheim",405121.535294062
"1098",363,5323038.20759459,"Hugstetten",409123.017332864
"1099",365,5323792.22463847,"Buchheim",409035.83928007
"1100",366,5325691.40968897,"Bötzingen",405103.238412468
"1101",368,5322878.75434089,"Wasenweiler",401729.992780243
"1102",370,5320559.81817333,"Wöldtal (Wildtal)",416012.318830601
"1103",371,5320738.56570181,"Föhrental (Föhrenthal)",419840.571014921
"1104",372,5321602.8022829,"Unterglottertal-Ohrensbach",421740.154194192
"1105",373,5322157.66667393,"Oberglottertal",422796.476480384
"1106",374,5321752.65857559,"Gundelfingen",416011.870905905
"1107",375,5317095.39999041,"Eschbach über Freiburg i.Br.",423951.926569362
"1108",380,5322584.33131997,"Heuweiler",418235.513824912
"1109",414,5314882.40333838,"Oberrimsingen",399958.437669092
"1110",415,5310101.5884666,"Feldkirch",399144.705840531
"1111",416,5310200.28235364,"Hartheim",397458.047153041
"1112",421,5310323.5409635,"Biengen",402133.772299211
"1113",422,5310323.5409635,"Biengen",402133.772299211
"1114",423,5311046.80710366,"Wittnau",411439.130139317
"1115",424,5309805.00111052,"Offnadingen",403812.654294625
"1116",425,5308149.23875882,"Kirchhofen",406130.791270422
"1117",426,5310234.73330903,"Norsingen",404914.973881596
"1118",427,5310530.04762473,"Pfaffenweiler",406983.014545993
"1119",428,5312852.81032465,"Wolfenweiler",407579.775817871
"1120",429,5312482.19949736,"Schallstadt",407744.079517789
"1121",430,5312309.18369763,"Ebringen",408905.473603234
"1122",431,5312169.15984733,"Au",412633.240067939
"1123",432,5313227.83087703,"Merzhausen",412317.812829789
"1124",438,5312489.12252404,"Mengen",403988.138313592
"1125",439,5315711.921596,"Niederrimsingen",400849.070249427
"1126",440,5308123.13392085,"Bollschweil",408796.68296677
"1127",441,5308123.13392085,"Bollschweil",408796.68296677
"1128",442,5309546.92030003,"Sölden",411092.590585111
"1129",443,5308848.74040129,"Schlatt",400999.094819766
"1130",446,5317326.7716844,"Wittental",421135.060314481
"1131",447,5315064.25725175,"Stegen",422466.792509646
"1132",448,5314329.24721737,"Zarten",421661.969165797
"1133",449,5313570.80762457,"Burg am Wald",423838.139057157
"1134",450,5312768.65290675,"Kirchzarten",421814.688293973
"1135",451,5309220.87142713,"Oberried",421202.489820196
"1136",452,5309397.78441068,"Horben",414783.902624969
"1137",650,5300293.97941129,"Buggingen",398054.9560166
"1138",651,5301574.65316279,"Seefelden",398247.38208666
"1139",652,5302830.63871026,"Heitersheim",400368.446883653
"1140",653,5305042.39874667,"Eschbach (bei Heitersheim)",399249.862405437
"1141",654,5307985.01021997,"Bremgarten (Hartheim)",397181.720095769
"1142",655,5303158.34650094,"Grißheim (Grissheim)",394741.736551068
"1143",656,5299833.02671289,"Zienken (Müllheim)",393589.171169104
"1144",657,5306397.33325195,"Tunsel",400290.190926957
"1145",658,5304391.5608331,"Gallenweiler",401336.865326197
"1146",659,5302822.27207225,"Wettelbrunn",402553.235078003
"1147",660,5301624.86039085,"Ballrechten-Dottingen",402822.572179127
"1148",661,5312219.27302814,"Laufen",400885.971616205
"1149",662,5299461.68436854,"Sulzburg",403273.428682999
"1150",663,5300917.08973593,"Untermünstertal-Ziegelplatz (Untermünstertal)",409225.221775615
"1151",664,5299371.92381049,"Untermünstertal-Rotenbuck",409789.203562246
"1152",665,5303928.47252762,"Staufen (bei Freiburg)",405019.614640166
"1153",666,5302822.21707593,"Grunern bei Müllheim",404419.483939296
"1154",667,5308014.45340765,"Bad Krozingen",403122.140856019
"1155",668,5307669.89472202,"Ehrenstetten",406759.731365706
"1156",669,5302704.74797206,"Obermünstertal-Krumlinden (Obermünstertal)",411150.906345808
"1157",670,5300228.57938828,"Obermünstertal-Neuhof",414801.080540496
"1158",675,5305176.96625735,"Sankt Wilhelm",421432.059387605
"1159",676,5305880.39213858,"Hofsgrund",417622.604769293
"1160",677,5309434.10417808,"Zastler",422694.998549713
"1161",678,5306839.75169798,"St Ulrich",413150.359551828
"1162",679,5305108.90079606,"Obermünstertal-Stohren",415927.193802772
"1163",681,5303369.80829422,"Obermünstertal-Spielweg",412957.532469283
"1164",723,5296623.36242272,"Neuenburg (am Rhein)",392206.865811537
"1165",724,5298179.8445507,"Hügelheim",396778.68853717
"1166",725,5298704.75232412,"Dattingen",399483.626927546
"1167",726,5297356.29383736,"Zunzingen",399096.311712314
"1168",727,5295694.85326556,"Niederweiler",398743.79692409
"1169",728,5295893.60119953,"Müllheim",397369.249645689
"1170",729,5293670.61785923,"Auggen",394556.206768349
"1171",730,5293483.6406659,"Lipburg",399380.934019936
"1172",732,5292042.89608028,"Feldberg",398168.833705951
"1173",735,5291659.67529345,"Steinenstadt",391591.289381845
"1174",739,5297974.45089868,"Britzingen",400635.825807581
"1175",740,5295532.67273056,"Badenweiler",401115.914309985
"1176",741,5295716.60950004,"Schweighof",402594.437719428
"1177",891,5368670.05012762,"Altenheim",412323.347543159
"1178",894,5372193.62295272,"Kittersburg",413821.07987527
"1179",895,5371616.20200385,"Hohnhurst",415914.68927909
"1180",909,5368665.44210224,"Müllen",413780.596715075
"1181",1133,5398581.03706943,"Grauelsbaum",425138.020648571
"1182",1134,5395689.25392679,"Helmlingen",423903.011218159
"1183",1135,5396115.68441138,"Scherzheim",426185.870883364
"1184",1136,5393891.90020838,"Muckenschopf am Rhein",425531.731071173
"1185",1137,5392642.50941171,"Memprechtshofen",425096.267900071
"1186",1138,5391472.10119735,"Freistett",421652.975169179
"1187",1199,5389650.56536323,"Rheinbischofsheim",421128.160149037
"1188",1200,5388911.90242643,"Diersheim",418050.182582035
"1189",1201,5388911.90242643,"Diersheim",418050.182582035
"1190",1202,5388080.06461397,"Honau",416853.252214201
"1191",1203,5386316.01444911,"Leutesheim",415707.581602487
"1192",1204,5386565.0830752,"Linx",418727.928190784
"1193",1205,5386438.4653232,"Holzhausen",420430.094068579
"1194",1206,5385740.80132485,"Wagshurst",425928.539433016
"1195",1207,5384502.87992654,"Zierolshofen",419180.319427668
"1196",1208,5384212.07535032,"Auenheim",414189.58859086
"1197",1209,5383654.72043972,"Bodersweier",417031.174025937
"1198",1210,5382414.16862229,"Querbach",416490.700429878
"1199",1252,5380800.13798952,"Kehl",412586.013969595
"1200",1253,5374997.50731698,"Marlen",413098.708248072
"1201",1254,5374002.78375174,"Goldscheuer",412788.663775033
"1202",1260,5380314.98984595,"Neumühl",414716.794240877
"1203",1261,5379151.35191027,"Odelshofen",417377.371368966
"1204",1262,5380007.81524021,"Legelshurst",419813.820852478
"1205",1263,5378724.69821519,"Urloffen",423915.935368345
"1206",1264,5376819.53888533,"Appenweier",424717.08253151
"1207",1268,5374749.76977083,"Hesselhurst",417381.580862053
"1208",1269,5374749.76977083,"Hesselhurst",417381.580862053
"1209",1270,5375830.11664788,"Eckartsweier",415227.151840058
"1210",1271,5376767.52273978,"Willstätt",418229.141298547
"1211",1272,5376686.61913675,"Sand",420388.233025917
"1212",1273,5379759.32918416,"Kork",416558.345526635
"1213",896,5372232.23711392,"Weier",420043.158403939
"1214",897,5371836.77054754,"Bühl",421128.218808615
"1215",898,5371591.88969046,"Bohlsbach",422273.13444696
"1216",899,5370656.45483057,"Rammersweier",423612.028539969
"1217",900,5370832.70984687,"Waltersweier",420109.828013382
"1218",901,5369295.45242184,"Offenburg",422000.563112845
"1219",902,5369495.11786305,"Zell-Weierbach (Weierbach)",424741.382430613
"1220",903,5368453.46977749,"Fessenbach",424571.520214158
"1221",904,5367043.10902192,"Ortenberg",423876.044634838
"1222",905,5370832.70984687,"Waltersweier",420109.828013382
"1223",906,5364805.93542329,"Ohlsbach",425493.550787579
"1224",907,5363740.68462843,"Zunsweier",422040.167721407
"1225",908,5363994.9033076,"Hofweier",419209.654847475
"1226",910,5367302.00185027,"Schutterwald",417690.499405329
"1227",959,5363262.67175841,"Niederschopfheim",417943.33767767
"1228",961,5361351.17238364,"Diersburg",421345.476323006
"1229",962,5362005.91438862,"Berghaupten",425042.961720464
"1230",963,5359824.46276319,"Bermersbach",425401.390085205
"1231",1015,5357278.43167404,"Schönberg",428354.066602432
"1232",1265,5373178.6006034,"Ebersweier",424884.228017708
"1233",1266,5374045.97443714,"Windschläg",422969.437728852
"1234",1267,5373591.7033576,"Griesheim",420530.730861705
"1235",892,5366888.49349147,"Dundenheim",412425.913289487
"1236",893,5364955.79721753,"Ichenheim",412094.149497082
"1237",950,5362480.31204739,"Meissenheim",409522.02641459
"1238",951,5359945.24709156,"Ottenheim",407807.198098553
"1239",952,5360136.03626636,"Kürzell",412322.975989578
"1240",953,5357810.62156437,"Allmannsweier",409883.114793782
"1241",954,5355868.64395337,"Nonnenweier",408129.293385113
"1242",958,5353923.73428091,"Langenwinkel",412957.927709178
"1243",960,5361144.62956632,"Oberschopfheim",418649.306294892
"1244",964,5358841.22361407,"Oberweier",418408.89022925
"1245",965,5358456.9314125,"Friesenheim",416699.780322709
"1246",966,5362042.00682246,"Schutterzell",414260.049007509
"1247",967,5359416.37406268,"Schuttern",415049.795734039
"1248",968,5356976.97932944,"Hugsweier",413882.667392559
"1249",969,5355793.94045189,"Dinglingen",415445.390371756
"1250",970,5354721.32495663,"Lahr (Lahr/Schwarzwald)",416710.191212154
"1251",971,5354538.28990889,"Kuhbach",419067.483443563
"1252",1001,5353269.1025019,"Wittenweier",408003.476798359
"1253",1002,5349688.86894505,"Kippenheim",412825.584192507
"1254",1003,5352471.63689702,"Kippenheimweiler",411598.029614296
"1255",1004,5348889.41934117,"Mahlberg",411965.274770192
"1256",1005,5347935.95490544,"Orschweier",410866.332156224
"1257",1006,5346552.18272011,"Altdorf",411987.034166004
"1258",1007,5345468.945995,"Ettenheim",411940.603993602
"1259",1008,5349559.55273294,"Kappel a. Rh.",406677.770935849
"1260",1009,5349559.55273294,"Grafenhausen (Kappel-Grafenhausen)",406677.770935849
"1261",1010,5346953.94993718,"Rust",405439.286642824
"1262",1011,5353230.61056711,"Mietersheim",413866.640698412
"1263",1012,5352329.90456078,"Sulz",415509.513060789
"1264",1013,5352329.90456078,"Sulz",415509.513060789
"1265",1014,5353757.61543678,"Reichenbach (Gengb.)",420185.351603405
"1266",1016,5351283.79905176,"Seelbach",421481.063463181
"1267",1017,5349335.51897718,"Wittelbach",422170.065396854
"1268",1018,5346934.15323565,"Schuttertal",422503.123050097
"1269",1019,5347984.75390936,"Schmieheim",415168.182422849
"1270",1020,5346616.71026827,"Wallburg",414911.027725916
"1271",1021,5344443.29067332,"Münchweier",415283.247930648
"1272",1054,5344397.18816678,"Ringsheim",409458.750240941
"1273",1055,5343288.61380688,"Ettenheimweiler",412386.699519668
"1274",1066,5343750.88875565,"Ettenheimmünster",416855.466937449
"1275",1067,5344398.43454013,"Dörlinbach",422335.724041365
"1276",1068,5341290.95113888,"Schweighausen",423345.342471757
