"","ID","place","DWA_grid","utm_e","utm_n"
"1113",73,"Birlenbach"," 14i'",418254.435765673,5425422.41708591
"1114",74,"Drachenbronn"," 14i'",417354.021188869,5426543.15401507
"1115",75,"Lobsann"," 14i'",415591.546305293,5424013.46012678
"1116",746,"Todtnau"," 14x'",421142.549449466,5297817.54306335
"1117",747,"Schlechtnau"," 14x'",420566.892828518,5296561.51224484
"1118",748,"Geschwend"," 14x'",420603.726165343,5295098.1249611
"1119",749,"Utzenfeld"," 14x'",418603.845539978,5294703.47787796
"1120",750,"Aitern"," 14x'",417275.883664967,5295014.65391058
"1121",752,"Schönenberg"," 14x'",416289.322316142,5293859.39689072
"1122",753,"Schönau"," 14x'",417190.039481714,5293148.34957612
"1123",754,"Tunau"," 14x'",419337.243899801,5293048.02562071
"1124",755,"Präg"," 14x'",423014.196251314,5292319.92852689
"1125",756,"Präg-Herrenschwand"," 14x'",421568.818595252,5290985.38090263
"1126",758,"Fröhnd"," 14x'",416364.772446553,5290262.19597535
"1127",628,"Kürnberg"," 14z'",415067.8149526,5279676.19230714
"1128",629,"Hasel"," 14z'",417237.441646837,5278425.50298533
"1129",630,"Obergebisbach- Hornbach"," 14z'",422999.415062465,5278359.76571783
"1130",631,"Niedergebisbach"," 14z'",424339.989525022,5277952.02739473
"1131",632,"Altenschwand"," 14z'",423080.221189754,5276460.14032777
"1132",633,"Hütten"," 14z'",421019.822986517,5275604.01482267
"1133",634,"Rickenbach"," 14z'",423182.96128027,5274451.30101392
"1134",635,"Bergalingen"," 14z'",421799.292961056,5273774.97388836
"1135",636,"Willaringen"," 14z'",422794.674257457,5272995.83954991
"1136",637,"Öfflingen (Öflingen)"," 14z'",418350.468064715,5271556.85987253
"1137",638,"Schwörstadt"," 14z'",415791.504029217,5271761.09044995
"1138",639,"Dossenbach"," 14z'",414101.742713613,5274251.2657228
"1139",640,"Wehr"," 14z'",417697.324589161,5275677.7955453
"1140",757,"Todtmoos"," 14y'",425361.078245382,5288030.76349002
"1141",829,"Pfaffenberg"," 14y'",415255.049445532,5287412.53521113
"1142",830,"Ehrsberg"," 14y'",418010.523534468,5288335.6122861
"1143",831,"Häg (bei Mambach)"," 14y'",418595.164508964,5287092.38500043
"1144",832,"Happach"," 14y'",421386.907856392,5288068.79045243
"1145",833,"Mambach"," 14y'",416288.142148906,5286716.12176789
"1146",834,"Atzenbach"," 14y'",415507.412047095,5285274.54529613
"1147",835,"Häg-Rohrberg"," 14y'",417808.396360331,5285550.55458462
"1148",837,"Zell im Wiesental"," 14y'",413957.765496143,5284431.33923175
"1149",838,"Riedichen"," 14y'",416632.70112513,5284072.19487714
"1150",839,"Gersbach"," 14y'",419920.704977723,5283203.36920885
"1151",841,"Raitbach"," 14y'",414507.696372628,5281621.94024545
"1152",843,"Todtmoos"," 14y'",425361.078245382,5288030.76349002
"1153",690,"Oberburbach (Bourbach-Les-Haut)"," 9x'",352449.045944307,5295428.6896146
"1154",691,"Niederburbach (Bourbach-Le-Bas)"," 9x'",354561.110386197,5293147.80555553
"1155",692,"Sentheim"," 9x'",354186.080078661,5290993.17183467
"1156",693,"Aue (Lauw)"," 9x'",351775.525498242,5291273.37191861
"1157",694,"Rodern"," 9x'",356743.712398726,5293440.38845088
"1158",695,"Leimbach"," 9x'",357704.391839679,5295046.94885628
"1159",696,"Tann (Thann)"," 9x'",358002.751162399,5296945.64408547
"1160",697,"Alttann (Vieux-Thann)"," 9x'",359394.966887289,5296561.36665447
"1161",698,"Tann-Bitschweiler (Bitschwiller-Lès-Thann)"," 9x'",356267.728305008,5299112.48729253
"1162",699,"Oberasbach (Aspach-Le-Haute)"," 9x'",360172.169537876,5293193.16736299
"1163",700,"Niederasbach (Aspach-Le-Bas)"," 9x'",361415.250876484,5291481.96773511
"1164",701,"Steinbach"," 9x'",361886.901109691,5297988.11209342
"1165",702,"Rammersmatt"," 9x'",355511.108901866,5294689.8007912
"1166",759,"Gewenheim"," 9x'",356943.519127835,5290601.99648357
"1167",769,"Schweighausem (Schweighouse-Thann)"," 9x'",362627.015890683,5290443.4484335
"1168",1211,"Oberhaslach"," 10o'",376791.222365197,5378767.91998372
"1169",1212,"Oberhaslach"," 10o'",376791.222365197,5378767.91998372
"1170",1213,"Urmatt"," 10o'",376300.163929174,5376204.29850815
"1171",1214,"Mühlbach (Muhlbach-Sur-Bruche)"," 10o'",374246.18741451,5375119.843131
"1172",1229,"Niederhaslach"," 10o'",377565.050596971,5377921.49210989
"1173",383,"Lintal (Linthal, Kreis Tann)"," 9v'",360321.364578795,5312012.78214478
"1174",384,"Lautenbach (Kreis Tann)"," 9v'",362499.448368714,5311427.71690001
"1175",386,"Sondernach"," 9v'",356228.831131974,5317676.11620977
"1176",388,"Murbach"," 9v'",362572.889414808,5309399.86516321
"1177",389,"Lautenbachzell"," 9v'",361786.319695879,5311352.48342235
"1178",390,"Sengern"," 9v'",359763.202274519,5311611.55159577
"1179",161,"Kirberg (Kirrberg)"," 9l'",357755.54633988,5409624.17762135
"1180",162,"Rauweiler"," 9l'",361174.442512514,5408213.49286059
"1181",163,"Goerlingen"," 9l'",359179.850772327,5406602.8334987
"1182",19,"Domfessel"," 9i'",364683.202374336,5423702.77059711
"1183",20,"Rimsdorf"," 9i'",362716.698774077,5421281.81015208
"1184",21,"Saarwerden (Sarrewerden)"," 9i'",359651.258100838,5420531.8734147
"1185",22,"Saarbuckenheim (Sarre-Union)"," 9i'",359901.378100787,5422459.79153589
"1186",23,"Saarbuckenheim (Sarre-Union)"," 9i'",359901.378100787,5422459.79153589
"1187",24,"Keskastel"," 9i'",356805.199395851,5425915.55571588
"1188",25,"Schopperten"," 9i'",357450.903183988,5423194.98209716
"1189",26,"Harskirchen"," 9i'",356374.831793121,5421982.46186667
"1190",27,"Bissert"," 9i'",355353.170974707,5422852.05624964
"1191",31,"Lorenzen (Lorentzen)"," 9i'",366405.700692454,5423779.01204577
"1192",90,"Puberg"," 10k'",376514.704256147,5419178.01337904
"1193",91,"Hinsburg (Hinsbourg)"," 10k'",374587.796296805,5418536.00754492
"1194",92,"Frohmühl (Frohmuhl)"," 10k'",373969.837713887,5418603.34008021
"1195",94,"Tieffenbach"," 10k'",371750.047978872,5418352.62339816
"1196",95,"Strut (Struth)"," 10k'",372070.021857441,5416705.95640552
"1197",96,"Petersbach"," 10k'",373042.397129198,5414351.56519312
"1198",97,"Lützelstein (La Petite-Pierre)"," 10k'",376831.283697007,5413101.1096336
"1199",98,"Adamsweiler (Adamswiller)"," 10k'",368350.200387987,5418409.70603464
"1200",99,"Dürstel (Durstel)"," 10k'",367873.8861567,5416967.36085205
"1201",100,"Bettweiler (Bettwiller)"," 10k'",366575.391493394,5416398.83050642
"1202",101,"Aßweiler (Asswiller)"," 10k'",369482.882169226,5415682.70007016
"1203",102,"Drulingen"," 10k'",367245.322868003,5414161.79956546
"1204",103,"Ottweiler (Ottwiller)"," 10k'",370261.772588145,5413975.1483556
"1205",104,"Lohr"," 10k'",371162.412604783,5413100.14021761
"1206",105,"Sieweiler (Siewiller)"," 10k'",368429.463506793,5411573.52288986
"1207",106,"Berg, Rexingen"," 10k'",366364.087046689,5417955.40618486
"1208",166,"Schönburg (Schoenbourg)"," 10k'",372915.920477443,5410439.73878412
"1209",1031,"Orschweiler (Orschwiller)"," 11s'",380053.329578592,5344441.9213713
"1210",1032,"St. Pilt (saint-Hyppolyte)"," 11s'",380053.329578592,5344441.9213713
"1211",1033,"Rodern"," 11s'",377986.180973648,5342565.42990695
"1212",1034,"Bergheim"," 11s'",377987.455880727,5340504.9448218
"1213",1035,"Gemar (Guémar)"," 11s'",380551.403485041,5338284.66778055
"1214",1036,"Illhäusern (Illhaeusern)"," 11s'",383569.073741823,5338011.09904591
"1215",1037,"Rohrschweier (Rorschwihr)"," 11s'",378394.493901153,5341538.15961873
"1216",1048,"Ohnenheim"," 11s'",389045.765135626,5337805.37055967
"1217",38,"Oberbronn"," 12i'",398081.593159655,5421840.55618973
"1218",39,"Bad-Niederbronn (Niederbronn-Les-Bains)"," 12i'",400636.512805789,5422905.17877126
"1219",40,"Niederbronn (GID von Niederbronn les bains)"," 12i'",400636.512805789,5422905.17877126
"1220",41,"Bad-Niederbronn (Niederbronn-Les-Bains)"," 12i'",400636.512805789,5422905.17877126
"1221",42,"Reichshofen (Reichshoffen)"," 12i'",402104.873174248,5420783.12239915
"1222",119,"Zinsweiler"," 12i'",396717.741531873,5419476.07262758
"1223",740,"Badenweiler"," 13x'",401115.914309985,5295532.67273056
"1224",741,"Schweighof"," 13x'",402594.437719428,5295716.60950004
"1225",742,"Marzell bei Kandern"," 13x'",404612.489130292,5291650.89779009
"1226",743,"Bürchau"," 13x'",412111.734143868,5292088.16683171
"1227",744,"Neuenweg, Landkreis Lörrach"," 13x'",412162.189466372,5294229.5513735
"1228",751,"Böllen"," 13x'",413180.071041471,5294973.45869268
"1229",820,"Raich"," 13x'",409848.83929945,5289299.31348223
"1230",821,"Elbenschwand"," 13x'",412408.704718524,5289275.65800947
"1231",958,"Langenwinkel"," 13r'",412957.927709178,5353923.73428091
"1232",998,"Boofzheim"," 13r'",402195.306418486,5354058.72343204
"1233",1001,"Wittenweier"," 13r'",408003.476798359,5353269.1025019
"1234",1002,"Kippenheim"," 13r'",412825.584192507,5349688.86894505
"1235",1003,"Kippenheimweiler"," 13r'",411598.029614296,5352471.63689702
"1236",1004,"Mahlberg"," 13r'",411965.274770192,5348889.41934117
"1237",1005,"Orschweier"," 13r'",410866.332156224,5347935.95490544
"1238",1006,"Altdorf"," 13r'",411987.034166004,5346552.18272011
"1239",1007,"Ettenheim"," 13r'",411940.603993602,5345468.945995
"1240",1008,"Kappel a. Rh."," 13r'",406677.770935849,5349559.55273294
"1241",1009,"Grafenhausen (Kappel-Grafenhausen)"," 13r'",406677.770935849,5349559.55273294
"1242",1010,"Rust"," 13r'",405439.286642824,5346953.94993718
"1243",1011,"Mietersheim"," 13r'",413866.640698412,5353230.61056711
"1244",1121,"Krautweiler"," 13m'",403437.522935328,5399136.44415883
"1245",1122,"Brumath"," 13m'",405171.800978469,5398272.91285186
"1246",1123,"Geudertheim"," 13m'",407835.425898141,5397391.24427727
"1247",1124,"Bietlenheim"," 13m'",410457.408206544,5396939.59264293
"1248",1125,"Kurzenhausen"," 13m'",412436.606669897,5399258.76585142
"1249",1127,"Hördt"," 13m'",410425.884603391,5394089.32057758
"1250",1129,"Eckwersheim"," 13m'",403835.048015376,5392978.65364243
"1251",1130,"Vendenheim"," 13m'",405233.959995223,5391497.20337796
"1252",642,"Wallbach"," 14a''",418268.680880781,5268938.01799607
"1253",643,"Obersäckingen"," 14a''",421914.271057165,5269560.61138242
"1254",960,"Oberschopfheim"," 14q'",418649.306294892,5361144.62956632
"1255",961,"Diersburg"," 14q'",421345.476323006,5361351.17238364
"1256",962,"Berghaupten"," 14q'",425042.961720464,5362005.91438862
"1257",963,"Bermersbach"," 14q'",425401.390085205,5359824.46276319
"1258",964,"Oberweier"," 14q'",418408.89022925,5358841.22361407
"1259",965,"Friesenheim"," 14q'",416699.780322709,5358456.9314125
"1260",967,"Schuttern"," 14q'",415049.795734039,5359416.37406268
"1261",969,"Dinglingen"," 14q'",415445.390371756,5355793.94045189
"1262",970,"Lahr (Lahr/Schwarzwald)"," 14q'",416710.191212154,5354721.32495663
"1263",971,"Kuhbach"," 14q'",419067.483443563,5354538.28990889
"1264",369,"Zähringen"," 14u'",415115.422136697,5319809.27591706
"1265",370,"Wöldtal (Wildtal)"," 14u'",416012.318830601,5320559.81817333
"1266",371,"Föhrental (Föhrenthal)"," 14u'",419840.571014921,5320738.56570181
"1267",372,"Unterglottertal-Ohrensbach"," 14u'",421740.154194192,5321602.8022829
"1268",373,"Oberglottertal"," 14u'",422796.476480384,5322157.66667393
"1269",374,"Gundelfingen"," 14u'",416011.870905905,5321752.65857559
"1270",375,"Eschbach über Freiburg i.Br."," 14u'",423951.926569362,5317095.39999041
"1271",376,"Vörstetten"," 14u'",414405.970910949,5324042.00345048
"1272",377,"Denzlingen"," 14u'",416553.651055999,5324457.26300314
"1273",378,"Suggental"," 14u'",419905.819784665,5325252.12728719
"1274",379,"Buchholz i.Br."," 14u'",418970.883440887,5326045.65542777
"1275",380,"Heuweiler"," 14u'",418235.513824912,5322584.33131997
"1276",446,"Wittental"," 14u'",421135.060314481,5317326.7716844
